distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,14,15,0.07374304533004761,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
2,104,105,0.08386613428592682,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
3,15,16,0.08524216711521149,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
4,17,18,0.08764564245939255,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
5,137,138,0.09437145292758942,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
6,136,137,0.10635910928249359,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
7,138,139,0.10961679369211197,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
8,35,36,0.11216674745082855,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
9,13,14,0.11756044626235962,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
10,151,152,0.12249108403921127,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
11,107,108,0.12270709127187729,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
12,108,109,0.12676262855529785,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
13,16,17,0.12721805274486542,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
14,109,110,0.13440240919589996,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
15,139,140,0.14842155575752258,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
16,34,35,0.1492089182138443,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
17,41,42,0.1513315588235855,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
18,40,41,0.154453307390213,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
19,2,3,0.1557760387659073,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
20,42,43,0.15577970445156097,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
21,1,2,0.1591602861881256,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
22,23,24,0.15945565700531006,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
23,22,23,0.16221506893634796,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
24,135,136,0.16324952244758606,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
25,33,34,0.16346849501132965,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
26,126,127,0.16418758034706116,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
27,43,44,0.1655104011297226,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
28,112,113,0.16559343039989471,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
29,0,1,0.16605894267559052,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
30,250,251,0.16886334121227264,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
31,47,48,0.16905313730239868,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
32,143,144,0.17545269429683685,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
33,44,45,0.17696107923984528,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
34,21,22,0.1772240549325943,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
35,110,111,0.18039371073246002,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
36,36,37,0.18283970654010773,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
37,39,40,0.18391844630241394,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
38,253,254,0.18493156135082245,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
39,37,38,0.18729190528392792,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
40,50,51,0.1878238022327423,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
41,48,49,0.188768669962883,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
42,38,39,0.19040650129318237,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
