distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,272,273,0.12149535119533539,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z273.png
2,264,265,0.12417661398649216,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z265.png
3,271,272,0.12823714315891266,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z272.png
4,263,264,0.13957037031650543,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z264.png
5,267,268,0.14604899287223816,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z268.png
6,266,267,0.14659452438354492,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z267.png
7,269,270,0.1606263965368271,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z270.png
8,273,274,0.1671191155910492,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z274.png
9,270,271,0.17588816583156586,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z271.png
10,205,206,0.18184776604175568,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z206.png
11,268,269,0.18748344480991364,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z269.png
12,265,266,0.19319023191928864,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z266.png
13,277,278,0.19525420665740967,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z278.png
14,262,263,0.19858404994010925,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z263.png
15,160,161,0.21188858151435852,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z161.png
16,208,209,0.21594548225402832,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z209.png
17,274,275,0.22185513377189636,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z275.png
18,275,276,0.22588159143924713,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z276.png
19,299,300,0.2410741150379181,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z300.png
20,209,210,0.24799159169197083,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
21,194,195,0.2553976774215698,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z195.png
22,284,285,0.26132914423942566,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z285.png
23,276,277,0.26578307151794434,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z277.png
24,298,299,0.27089813351631165,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z299.png
25,278,279,0.2742808759212494,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z279.png
26,181,182,0.2845853269100189,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z182.png
27,159,160,0.29195713996887207,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z160.png
28,221,222,0.29638195037841797,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z222.png
29,197,198,0.29731446504592896,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z198.png
30,155,156,0.29927152395248413,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z156.png
31,283,284,0.3194272518157959,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z284.png
32,203,204,0.32058486342430115,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z204.png
33,279,280,0.32433760166168213,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z280.png
34,281,282,0.3340461850166321,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z282.png
35,280,281,0.3350396156311035,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z281.png
36,192,193,0.3366316258907318,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z193.png
37,154,155,0.3401247560977936,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z155.png
38,223,224,0.35119467973709106,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z224.png
39,198,199,0.35243722796440125,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z199.png
