dictionary_size,patch_w,patch_h,seed,include_valid_mask,mask_encoding,feature_mode,patches_per_image,total_patches,patch_vector_length,feature_vector_length,number_of_classes,class_sizes,icv_class_01,icv_class_02,icv_class_03,icv_class_04,mean_icv,std_icv,min_class_size,mean_class_size,max_class_size,runtime_seconds,notes
4,72,40,11,True,concat,raw,1025,307500,5760,4100,4,"[68, 116, 46, 70]",2282.41943359375,1344.8427734375,1827.9813232421875,1118.0848388671875,1643.3320922851562,449.30738893411484,46,75.0,116,263.2266043999989,ok
