dictionary_size,executed_runs,patch_w,patch_h,include_valid_mask,mask_encoding,feature_mode,patches_per_image,total_patches,patch_vector_length,feature_vector_length,mean_icv_mean,mean_icv_std,std_icv_mean,std_icv_std,min_class_size_mean,min_class_size_min,mean_class_size_mean,max_class_size_mean,runtime_mean_seconds,runtime_std_seconds,requested_runs,reduced_seed_count
4,1,72,40,True,concat,raw,1025,307500,5760,4100,1643.3320922851562,,449.30738893411484,,46.0,46,75.0,116.0,263.2266043999989,,1,False
