run_id,strategy,base_strategy,case_id,vehicle_id,mission_duration_requested_h,solver_status,solver_runtime,collected_STD,collected_region_A,collected_region_B,collected_boundary,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,crossing_count,regions_visited,trajectory_length,mission_duration,sampled_cells
October_control__proxy_24h__vehicle_specific_7030__AUV2_region_B,vehicle_specific_7030,vehicle_specific_7030,October_control,2,24.0,REUSED,226.60543847084045,178.12686157226562,0.0,256.0,47.017669677734375,0.0,0.8476821184158325,0.0,0,1,75.633,21.8,302
October_control__proxy_24h__vehicle_specific_8020_penalty_both__AUV1_region_A,vehicle_specific_8020_penalty_both,vehicle_specific_8020,October_control,1,24.0,SUCCESS,292.74524059999385,188.01211547851562,0.0,235.0,56.847957611083984,0.0,0.7253086566925049,0.0,0,1,76.082,22.033333333333335,324
October_control__proxy_24h__vehicle_specific_8020_penalty_both__AUV2_region_B,vehicle_specific_8020_penalty_both,vehicle_specific_8020,October_control,2,24.0,SUCCESS,264.4656944999879,174.16273498535156,0.0,251.0,46.715999603271484,0.0,0.8202614188194275,0.0,0,1,74.251,21.4,306
C01_representative__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,baseline_shared_STD,C01_representative,1,48.0,REUSED,389.6941635608673,324.64263916015625,15.0,240.0,394.11041259765625,0.024311183020472527,0.3889789283275604,0.11507293581962585,1,2,149.531,43.2,617
C01_representative__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,baseline_shared_STD,C01_representative,2,48.0,REUSED,389.6941635608673,313.25811767578125,137.0,31.0,494.23065185546875,0.2164296954870224,0.048973143100738525,0.14849920570850372,1,2,150.484,43.46666666666667,633
C01_representative__proxy_48h__vehicle_specific_9010__AUV1_region_A,vehicle_specific_9010,vehicle_specific_9010,C01_representative,1,48.0,REUSED,318.6025650501251,363.865478515625,57.0,73.0,471.4092102050781,0.09134615212678909,0.11698717623949051,0.2371794879436493,1,2,151.255,43.733333333333334,624
C01_representative__proxy_48h__vehicle_specific_9010__AUV2_region_B,vehicle_specific_9010,vehicle_specific_9010,C01_representative,2,48.0,REUSED,318.80424189567566,363.638427734375,16.0,155.0,443.85528564453125,0.025641025975346565,0.24839743971824646,0.18910256028175354,1,2,153.027,44.333333333333336,624
October_control__proxy_24h__vehicle_specific_7030_penalty_both__AUV1_region_A,vehicle_specific_7030_penalty_both,vehicle_specific_7030,October_control,1,24.0,SUCCESS,269.0709771999973,139.1145477294922,150.0,76.0,135.2667236328125,0.4934210479259491,0.25,0.0,1,2,75.214,21.75,304
October_control__proxy_24h__vehicle_specific_7030_penalty_both__AUV2_region_B,vehicle_specific_7030_penalty_both,vehicle_specific_7030,October_control,2,24.0,SUCCESS,231.37298669997836,188.38279724121094,0.0,271.0,47.46918487548828,0.0,0.8495298027992249,0.0,0,1,75.793,21.883333333333333,319
C01_representative__proxy_48h__vehicle_specific_8020__AUV1_region_A,vehicle_specific_8020,vehicle_specific_8020,C01_representative,1,48.0,REUSED,297.7881062030792,327.81976318359375,204.0,62.0,472.5821533203125,0.3300970792770386,0.1003236249089241,0.11812297999858856,1,2,151.417,43.7,618
C01_representative__proxy_48h__vehicle_specific_8020__AUV2_region_B,vehicle_specific_8020,vehicle_specific_8020,C01_representative,2,48.0,REUSED,274.94639229774475,338.3373718261719,22.0,195.0,390.40155029296875,0.03709949553012848,0.3288364112377167,0.19055649638175964,1,2,150.814,43.61666666666667,593
