run_id,strategy,base_strategy,case_id,vehicle_id,mission_duration_requested_h,solver_status,solver_runtime,collected_STD,collected_region_A,collected_region_B,collected_boundary,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,crossing_count,regions_visited,trajectory_length,mission_duration,sampled_cells
C01_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV1_region_A,vehicle_specific_8020_penalty_both,vehicle_specific_8020,C01_representative,1,48.0,SUCCESS,314.9777883999923,327.81976318359375,204.0,62.0,472.5821533203125,0.3300970792770386,0.1003236249089241,0.11812297999858856,1,2,151.417,43.7,618
C01_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV2_region_B,vehicle_specific_8020_penalty_both,vehicle_specific_8020,C01_representative,2,48.0,SUCCESS,349.19571749999886,307.267333984375,0.0,328.0,366.7807312011719,0.0,0.5290322303771973,0.1225806474685669,0,1,150.34,43.46666666666667,620
C01_representative__proxy_48h__vehicle_specific_7030__AUV1_region_A,vehicle_specific_7030,vehicle_specific_7030,C01_representative,1,48.0,REUSED,293.6782035827637,318.34503173828125,265.0,46.0,483.9808349609375,0.42399999499320984,0.07360000163316727,0.11840000003576279,1,2,151.82,43.9,625
C01_representative__proxy_48h__vehicle_specific_7030__AUV2_region_B,vehicle_specific_7030,vehicle_specific_7030,C01_representative,2,48.0,REUSED,301.91472816467285,281.56048583984375,0.0,408.0,320.48004150390625,0.0,0.6743801832199097,0.11570248007774353,0,1,150.358,43.38333333333333,605
C01_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV1_region_A,vehicle_specific_9010_penalty_both,vehicle_specific_9010,C01_representative,1,48.0,SUCCESS,333.70239399999264,363.865478515625,57.0,73.0,471.4092102050781,0.09134615212678909,0.11698717623949051,0.2371794879436493,1,2,151.255,43.733333333333334,624
C01_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV2_region_B,vehicle_specific_9010_penalty_both,vehicle_specific_9010,C01_representative,2,48.0,SUCCESS,369.9057790999941,304.2386779785156,1.0,241.0,379.8204345703125,0.0016420361353084445,0.3957307040691376,0.06896551698446274,1,2,151.675,43.78333333333333,609
C06_representative__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,baseline_shared_STD,C06_representative,1,48.0,REUSED,401.6205880641937,245.39956665039062,95.0,93.0,355.580078125,0.16295026242733002,0.1595197319984436,0.06689536571502686,1,2,150.52,43.3,583
C06_representative__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,baseline_shared_STD,C06_representative,2,48.0,REUSED,401.6205880641937,314.995849609375,226.0,20.0,419.47918701171875,0.37049180269241333,0.032786883413791656,0.19344262778759003,1,2,150.589,43.516666666666666,610
C06_representative__proxy_48h__vehicle_specific_9010__AUV1_region_A,vehicle_specific_9010,vehicle_specific_9010,C06_representative,1,48.0,REUSED,347.7901813983917,340.6322021484375,316.0,0.0,471.11895751953125,0.5105007886886597,0.0,0.2390953153371811,0,1,152.714,44.13333333333333,619
C06_representative__proxy_48h__vehicle_specific_9010__AUV2_region_B,vehicle_specific_9010,vehicle_specific_9010,C06_representative,2,48.0,REUSED,375.3393449783325,335.81695556640625,253.0,0.0,458.5954284667969,0.41205212473869324,0.0,0.24429967999458313,0,1,151.703,43.88333333333333,614
C01_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV1_region_A,vehicle_specific_7030_penalty_both,vehicle_specific_7030,C01_representative,1,48.0,SUCCESS,328.9369976000162,318.34503173828125,265.0,46.0,483.9808349609375,0.42399999499320984,0.07360000163316727,0.11840000003576279,1,2,151.82,43.9,625
C01_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV2_region_B,vehicle_specific_7030_penalty_both,vehicle_specific_7030,C01_representative,2,48.0,SUCCESS,309.7208787999989,256.42083740234375,0.0,512.0,260.87640380859375,0.0,0.8191999793052673,0.0,0,1,153.629,44.35,625
C06_representative__proxy_48h__vehicle_specific_8020__AUV1_region_A,vehicle_specific_8020,vehicle_specific_8020,C06_representative,1,48.0,REUSED,296.906450510025,331.6412353515625,321.0,0.0,445.5766906738281,0.5314569473266602,0.0,0.1870860904455185,0,1,151.138,43.53333333333333,604
C06_representative__proxy_48h__vehicle_specific_8020__AUV2_region_B,vehicle_specific_8020,vehicle_specific_8020,C06_representative,2,48.0,REUSED,341.7905378341675,293.2127990722656,141.0,196.0,358.8314514160156,0.22926829755306244,0.3186991810798645,0.19837398827075958,1,2,149.885,43.4,615
C06_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV1_region_A,vehicle_specific_9010_penalty_both,vehicle_specific_9010,C06_representative,1,48.0,SUCCESS,376.1157063000137,340.6322021484375,316.0,0.0,471.11895751953125,0.5105007886886597,0.0,0.2390953153371811,0,1,152.714,44.13333333333333,619
C06_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV2_region_B,vehicle_specific_9010_penalty_both,vehicle_specific_9010,C06_representative,2,48.0,SUCCESS,443.7025380000123,284.77978515625,140.0,154.0,365.58087158203125,0.23026315867900848,0.25328946113586426,0.16611842811107635,1,2,151.001,43.5,608
C06_representative__proxy_48h__vehicle_specific_7030__AUV1_region_A,vehicle_specific_7030,vehicle_specific_7030,C06_representative,1,48.0,REUSED,292.7462878227234,332.0143737792969,327.0,0.0,450.4626770019531,0.5378289222717285,0.0,0.20723684132099152,0,1,149.989,43.333333333333336,608
C06_representative__proxy_48h__vehicle_specific_7030__AUV2_region_B,vehicle_specific_7030,vehicle_specific_7030,C06_representative,2,48.0,REUSED,362.9396719932556,239.55137634277344,59.0,369.0,267.87030029296875,0.09379968047142029,0.5866454839706421,0.09697933495044708,1,2,151.254,43.61666666666667,629
C06_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV1_region_A,vehicle_specific_8020_penalty_both,vehicle_specific_8020,C06_representative,1,48.0,SUCCESS,306.669224799989,331.6412353515625,321.0,0.0,445.5766906738281,0.5314569473266602,0.0,0.1870860904455185,0,1,151.138,43.53333333333333,604
C06_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV2_region_B,vehicle_specific_8020_penalty_both,vehicle_specific_8020,C06_representative,2,48.0,SUCCESS,402.8722803000128,244.33969116210938,54.0,351.0,276.451171875,0.08766233921051025,0.5698052048683167,0.13149350881576538,1,2,153.913,44.35,616
October_control__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,baseline_shared_STD,October_control,1,48.0,REUSED,350.12517857551575,308.6041564941406,34.0,212.0,186.99484252929688,0.05564648285508156,0.34697216749191284,0.0,1,2,150.265,43.233333333333334,611
October_control__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,baseline_shared_STD,October_control,2,48.0,REUSED,350.12517857551575,340.98175048828125,0.0,348.0,141.57862854003906,0.0,0.5640194416046143,0.0,0,1,154.461,44.63333333333333,617
October_control__proxy_48h__vehicle_specific_9010__AUV1_region_A,vehicle_specific_9010,vehicle_specific_9010,October_control,1,48.0,REUSED,266.48267555236816,358.9864501953125,0.0,462.0,100.88042449951172,0.0,0.756137490272522,0.0,0,1,151.943,43.96666666666667,611
October_control__proxy_48h__vehicle_specific_9010__AUV2_region_B,vehicle_specific_9010,vehicle_specific_9010,October_control,2,48.0,REUSED,305.4450192451477,360.3061218261719,0.0,542.0,92.63406372070312,0.0,0.8798701167106628,0.0,0,1,152.609,44.083333333333336,616
C06_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV1_region_A,vehicle_specific_7030_penalty_both,vehicle_specific_7030,C06_representative,1,48.0,SUCCESS,320.96458130000974,332.0143737792969,327.0,0.0,450.4626770019531,0.5378289222717285,0.0,0.20723684132099152,0,1,149.989,43.333333333333336,608
C06_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV2_region_B,vehicle_specific_7030_penalty_both,vehicle_specific_7030,C06_representative,2,48.0,SUCCESS,368.2458217999956,224.11497497558594,64.0,424.0,231.76402282714844,0.10457516461610794,0.6928104758262634,0.04084967449307442,1,2,146.946,42.31666666666667,612
October_control__proxy_48h__vehicle_specific_8020__AUV1_region_A,vehicle_specific_8020,vehicle_specific_8020,October_control,1,48.0,REUSED,292.4032597541809,349.1451721191406,93.0,399.0,163.006103515625,0.14691942930221558,0.6303317546844482,0.0,1,2,151.543,43.75,633
October_control__proxy_48h__vehicle_specific_8020__AUV2_region_B,vehicle_specific_8020,vehicle_specific_8020,October_control,2,48.0,REUSED,252.83058404922485,360.79571533203125,0.0,549.0,92.13378143310547,0.0,0.8912337422370911,0.0,0,1,153.833,44.46666666666667,616
October_control__proxy_48h__vehicle_specific_9010_penalty_both__AUV1_region_A,vehicle_specific_9010_penalty_both,vehicle_specific_9010,October_control,1,48.0,SUCCESS,272.602626900014,358.9864501953125,0.0,462.0,100.88042449951172,0.0,0.756137490272522,0.0,0,1,151.943,43.96666666666667,611
October_control__proxy_48h__vehicle_specific_9010_penalty_both__AUV2_region_B,vehicle_specific_9010_penalty_both,vehicle_specific_9010,October_control,2,48.0,SUCCESS,341.0940881000133,342.65020751953125,16.0,418.0,138.84083557128906,0.025806451216340065,0.6741935610771179,0.0,1,2,152.204,43.983333333333334,620
October_control__proxy_48h__vehicle_specific_7030__AUV1_region_A,vehicle_specific_7030,vehicle_specific_7030,October_control,1,48.0,REUSED,266.1134126186371,287.8248291015625,263.0,265.0,253.92529296875,0.42556634545326233,0.42880257964134216,0.04692556709051132,1,2,150.701,43.56666666666667,618
October_control__proxy_48h__vehicle_specific_7030__AUV2_region_B,vehicle_specific_7030,vehicle_specific_7030,October_control,2,48.0,REUSED,263.6745913028717,357.1566162109375,0.0,553.0,89.64300537109375,0.0,0.9080459475517273,0.0,0,1,151.413,43.8,609
October_control__proxy_48h__vehicle_specific_8020_penalty_both__AUV1_region_A,vehicle_specific_8020_penalty_both,vehicle_specific_8020,October_control,1,48.0,SUCCESS,298.9283577000024,349.1451721191406,93.0,399.0,163.006103515625,0.14691942930221558,0.6303317546844482,0.0,1,2,151.543,43.75,633
October_control__proxy_48h__vehicle_specific_8020_penalty_both__AUV2_region_B,vehicle_specific_8020_penalty_both,vehicle_specific_8020,October_control,2,48.0,SUCCESS,305.0349535999994,350.0870361328125,2.0,470.0,119.03564453125,0.003215434029698372,0.7556270360946655,0.0,1,2,149.997,43.21666666666667,622
October_control__proxy_48h__vehicle_specific_7030_penalty_both__AUV1_region_A,vehicle_specific_7030_penalty_both,vehicle_specific_7030,October_control,1,48.0,SUCCESS,278.41750419998425,287.8248291015625,263.0,265.0,253.92529296875,0.42556634545326233,0.42880257964134216,0.04692556709051132,1,2,150.701,43.56666666666667,618
October_control__proxy_48h__vehicle_specific_7030_penalty_both__AUV2_region_B,vehicle_specific_7030_penalty_both,vehicle_specific_7030,October_control,2,48.0,SUCCESS,204.2633996999939,356.97259521484375,0.0,556.0,89.47407531738281,0.0,0.9040650129318237,0.0,0,1,152.248,44.016666666666666,615
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV1_region_B,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C01_representative,1,12.0,REUSED,246.68028593063354,92.31534576416016,0.0,87.0,77.87401580810547,0.0,0.5612903237342834,0.0,0,1,37.275,10.766666666666667,155
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV2_region_A,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C01_representative,2,12.0,REUSED,271.10947465896606,75.66423797607422,52.0,0.0,124.86854553222656,0.3466666638851166,0.0,0.006666666828095913,0,1,36.829,10.616666666666667,150
C01_representative__proxy_24h__role_swap_of_vehicle_specific_7030__AUV1_region_B,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C01_representative,1,24.0,SUCCESS,271.56670600001235,157.59506225585938,0.0,244.0,144.3111572265625,0.0,0.7746031880378723,0.0,0,1,76.069,21.933333333333334,315
C01_representative__proxy_24h__role_swap_of_vehicle_specific_7030__AUV2_region_A,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C01_representative,2,24.0,SUCCESS,307.64039620000403,161.62249755859375,124.0,0.0,264.03228759765625,0.4065573811531067,0.0,0.2295081913471222,0,1,74.209,21.433333333333334,305
C01_representative__proxy_48h__role_swap_of_vehicle_specific_7030_penalty_both__AUV1_region_B,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,C01_representative,1,48.0,SUCCESS,320.2719142999849,281.56048583984375,0.0,408.0,320.48004150390625,0.0,0.6743801832199097,0.11570248007774353,0,1,150.358,43.38333333333333,605
C01_representative__proxy_48h__role_swap_of_vehicle_specific_7030_penalty_both__AUV2_region_A,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,C01_representative,2,48.0,SUCCESS,297.9832313999941,284.43682861328125,304.0,53.0,476.8912353515625,0.49836066365242004,0.0868852436542511,0.11147540807723999,1,2,152.952,44.06666666666667,610
C06_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV1_region_B,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C06_representative,1,12.0,SUCCESS,395.8308099999849,46.83312225341797,0.0,80.0,45.69751739501953,0.0,0.5755395889282227,0.0,0,1,36.388,10.5,139
C06_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV2_region_A,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C06_representative,2,12.0,SUCCESS,430.3017061999999,75.39899444580078,75.0,0.0,106.516357421875,0.5244755148887634,0.0,0.03496503457427025,0,1,35.992,10.3,143
C06_representative__proxy_24h__role_swap_of_vehicle_specific_7030__AUV1_region_B,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C06_representative,1,24.0,SUCCESS,403.80765060000704,100.77130126953125,0.0,242.0,94.92684173583984,0.0,0.7806451320648193,0.0,0,1,76.269,22.016666666666666,310
C06_representative__proxy_24h__role_swap_of_vehicle_specific_7030__AUV2_region_A,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C06_representative,2,24.0,SUCCESS,432.698572400026,160.55953979492188,225.0,0.0,212.37132263183594,0.755033552646637,0.0,0.00671140942722559,0,1,75.252,21.7,298
October_control__proxy_12h__role_swap_of_vehicle_specific_7030_penalty_both__AUV1_region_B,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,October_control,1,12.0,SUCCESS,348.76564249998773,87.71820068359375,0.0,100.0,22.006961822509766,0.0,0.6578947305679321,0.0,0,1,37.868,10.8,152
October_control__proxy_12h__role_swap_of_vehicle_specific_7030_penalty_both__AUV2_region_A,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,October_control,2,12.0,SUCCESS,281.72167299999273,92.2970199584961,0.0,105.0,28.260910034179688,0.0,0.6402438879013062,0.0,0,1,38.214,10.883333333333333,164
C06_representative__proxy_48h__role_swap_of_vehicle_specific_7030_penalty_both__AUV1_region_B,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,C06_representative,1,48.0,SUCCESS,528.0339721000055,239.55137634277344,59.0,369.0,267.87030029296875,0.09379968047142029,0.5866454839706421,0.09697933495044708,1,2,151.254,43.61666666666667,629
C06_representative__proxy_48h__role_swap_of_vehicle_specific_7030_penalty_both__AUV2_region_A,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,C06_representative,2,48.0,SUCCESS,290.72083239999483,335.4057312011719,338.0,0.0,457.288818359375,0.5469255447387695,0.0,0.17475728690624237,0,1,150.78,43.65,618
October_control__proxy_24h__role_swap_of_vehicle_specific_7030_penalty_both__AUV1_region_B,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,October_control,1,24.0,SUCCESS,248.95301489997655,178.12686157226562,0.0,256.0,47.017669677734375,0.0,0.8476821184158325,0.0,0,1,75.633,21.8,302
October_control__proxy_24h__role_swap_of_vehicle_specific_7030_penalty_both__AUV2_region_A,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,October_control,2,24.0,SUCCESS,317.8676322000101,143.521240234375,142.0,67.0,130.60671997070312,0.4580645263195038,0.21612903475761414,0.0,1,2,74.28,21.433333333333334,310
October_control__proxy_48h__role_swap_of_vehicle_specific_7030_penalty_both__AUV1_region_B,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,October_control,1,48.0,SUCCESS,298.26431030000094,357.1566162109375,0.0,553.0,89.64300537109375,0.0,0.9080459475517273,0.0,0,1,151.413,43.8,609
October_control__proxy_48h__role_swap_of_vehicle_specific_7030_penalty_both__AUV2_region_A,role_swap_of_vehicle_specific_7030_penalty_both,role_swap_of_vehicle_specific_7030,October_control,2,48.0,SUCCESS,315.3661272999889,243.34014892578125,340.0,54.0,339.82586669921875,0.5466237664222717,0.08681672066450119,0.05466238036751747,2,2,150.792,43.583333333333336,622
