run_id,command,returncode,runtime_s,runtime_source,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells,overlap_penalty_enabled,lambda_overlap,lambda_proximity,proximity_sigma_cells,proximity_radius_cells,penalty_mode
C01_representative__proxy_24h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,299.9756336212158,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__360f25aa80.nc,REUSED,299.9756336212158,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__360f25aa80,,,,,,,,,,,,
October_control__proxy_12h__vehicle_specific_7030_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_1__18a13f2318.nc,0,305.35461919999216,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_1__18a13f2318.nc,SUCCESS,305.35461919999216,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_1__18a13f2318,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_1__18a13f2318.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
October_control__proxy_12h__vehicle_specific_7030_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_1__3a396552ca.nc,0,272.2195212999941,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_1__3a396552ca.nc,SUCCESS,272.2195212999941,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_1__3a396552ca,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_1__3a396552ca.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C01_representative__proxy_24h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,297.8699758052826,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__c3291232e1.nc,REUSED,297.8699758052826,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__c3291232e1,,,,,,,,,,,,
C01_representative__proxy_24h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,250.32370448112488,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__700e302bb1.nc,REUSED,250.32370448112488,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__700e302bb1,,,,,,,,,,,,
C01_representative__proxy_24h__vehicle_specific_9010_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__45248e70b4.nc,0,379.5852412999957,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__45248e70b4.nc,SUCCESS,379.5852412999957,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__45248e70b4,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__45248e70b4.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C01_representative__proxy_24h__vehicle_specific_9010_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__f03af9e8e7.nc,0,373.1758469000051,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__f03af9e8e7.nc,SUCCESS,373.1758469000051,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__f03af9e8e7,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__f03af9e8e7.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C01_representative__proxy_24h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,270.44857120513916,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__3fdbf212ae.nc,REUSED,270.44857120513916,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__3fdbf212ae,,,,,,,,,,,,
C01_representative__proxy_24h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,262.159471988678,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__105de70dee.nc,REUSED,262.159471988678,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__105de70dee,,,,,,,,,,,,
C01_representative__proxy_24h__vehicle_specific_8020_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__a48776516b.nc,0,357.62768649999634,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__a48776516b.nc,SUCCESS,357.62768649999634,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__a48776516b,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__a48776516b.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C01_representative__proxy_24h__vehicle_specific_8020_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__52a8e61d58.nc,0,339.43344279998564,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__52a8e61d58.nc,SUCCESS,339.43344279998564,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__52a8e61d58,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__52a8e61d58.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C06_representative__multi_auv_24h__baseline_shared_STD,REUSED_EXISTING,0,334.4328978061676,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__mult__7f0e1fab20.nc,REUSED,334.4328978061676,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__mult__7f0e1fab20,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,317.6090085506439,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__c46a225ecf.nc,REUSED,317.6090085506439,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__c46a225ecf,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,340.4798011779785,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__cd1255bd4d.nc,REUSED,340.4798011779785,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__cd1255bd4d,,,,,,,,,,,,
C01_representative__proxy_24h__vehicle_specific_7030_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__f1909f4dc8.nc,0,327.80870850000065,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__f1909f4dc8.nc,SUCCESS,327.80870850000065,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__f1909f4dc8,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__f1909f4dc8.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C01_representative__proxy_24h__vehicle_specific_7030_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__3a316cb6a8.nc,0,289.2206615000032,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__3a316cb6a8.nc,SUCCESS,289.2206615000032,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__3a316cb6a8,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__3a316cb6a8.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C06_representative__proxy_24h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,294.1497938632965,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__c71fddf78f.nc,REUSED,294.1497938632965,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__c71fddf78f,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,311.84875440597534,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__7b3445f1de.nc,REUSED,311.84875440597534,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__7b3445f1de,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_9010_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__478a974cde.nc,0,342.93471210001735,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__478a974cde.nc,SUCCESS,342.93471210001735,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__478a974cde,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__478a974cde.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C06_representative__proxy_24h__vehicle_specific_9010_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__b2407adf17.nc,0,396.452463900001,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__b2407adf17.nc,SUCCESS,396.452463900001,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__b2407adf17,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__b2407adf17.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C06_representative__proxy_24h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,290.2475914955139,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__2b9546b397.nc,REUSED,290.2475914955139,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__2b9546b397,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,325.49651765823364,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a889aaeaad.nc,REUSED,325.49651765823364,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__a889aaeaad,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_8020_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6b0c3a5757.nc,0,320.62319969999953,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6b0c3a5757.nc,SUCCESS,320.62319969999953,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__6b0c3a5757,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6b0c3a5757.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C06_representative__proxy_24h__vehicle_specific_8020_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__2c0f94b627.nc,0,360.50892199997907,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__2c0f94b627.nc,SUCCESS,360.50892199997907,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__2c0f94b627,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__2c0f94b627.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
October_control__multi_auv_24h__baseline_shared_STD,REUSED_EXISTING,0,260.68045258522034,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__multi_a__c4c017a2c2.nc,REUSED,260.68045258522034,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__multi_a__c4c017a2c2,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,257.3137094974518,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__1cac1d2602.nc,REUSED,257.3137094974518,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__1cac1d2602,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,229.02716875076294,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__e0bc9ac1db.nc,REUSED,229.02716875076294,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__e0bc9ac1db,,,,,,,,,,,,
C06_representative__proxy_24h__vehicle_specific_7030_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a07fe02d9e.nc,0,301.3467681000184,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a07fe02d9e.nc,SUCCESS,301.3467681000184,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__a07fe02d9e,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a07fe02d9e.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C06_representative__proxy_24h__vehicle_specific_7030_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__795cc1b540.nc,0,342.4847116000019,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__795cc1b540.nc,SUCCESS,342.4847116000019,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__795cc1b540,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__795cc1b540.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
October_control__proxy_24h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,279.4011015892029,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__2defa325e3.nc,REUSED,279.4011015892029,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__2defa325e3,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,234.4502317905426,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__0f34e92c53.nc,REUSED,234.4502317905426,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__0f34e92c53,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_9010_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__94b3a82a75.nc,0,266.7833041000122,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__94b3a82a75.nc,SUCCESS,266.7833041000122,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__94b3a82a75,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__94b3a82a75.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
October_control__proxy_24h__vehicle_specific_9010_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__e6f2517cf7.nc,0,253.1304278000025,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__e6f2517cf7.nc,SUCCESS,253.1304278000025,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__e6f2517cf7,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__e6f2517cf7.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
October_control__proxy_24h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,256.7388017177582,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__2b8d4a7f0f.nc,REUSED,256.7388017177582,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__2b8d4a7f0f,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,226.60543847084045,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__f6f802c3e3.nc,REUSED,226.60543847084045,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__f6f802c3e3,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_8020_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__ceecc5b58c.nc,0,292.74524059999385,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__ceecc5b58c.nc,SUCCESS,292.74524059999385,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__ceecc5b58c,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__ceecc5b58c.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
October_control__proxy_24h__vehicle_specific_8020_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__018345b692.nc,0,264.4656944999879,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__018345b692.nc,SUCCESS,264.4656944999879,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__018345b692,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__018345b692.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C01_representative__multi_auv_48h__baseline_shared_STD,REUSED_EXISTING,0,389.6941635608673,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__mult__ff65e5c873.nc,REUSED,389.6941635608673,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__mult__ff65e5c873,,,,,,,,,,,,
