run_id,command,returncode,runtime_s,runtime_source,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells,overlap_penalty_enabled,lambda_overlap,lambda_proximity,proximity_sigma_cells,proximity_radius_cells,penalty_mode
C01_representative__proxy_48h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,318.6025650501251,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__39dca9694b.nc,REUSED,318.6025650501251,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__39dca9694b,,,,,,,,,,,,
C01_representative__proxy_48h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,318.80424189567566,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__c0872d67f2.nc,REUSED,318.80424189567566,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__c0872d67f2,,,,,,,,,,,,
October_control__proxy_24h__vehicle_specific_7030_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__6c0e6b86ec.nc,0,269.0709771999973,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__6c0e6b86ec.nc,SUCCESS,269.0709771999973,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__6c0e6b86ec,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__6c0e6b86ec.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
October_control__proxy_24h__vehicle_specific_7030_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__7ba0ac2795.nc,0,231.37298669997836,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__7ba0ac2795.nc,SUCCESS,231.37298669997836,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_2__7ba0ac2795,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_2__7ba0ac2795.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C01_representative__proxy_48h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,297.7881062030792,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__3042a4a95c.nc,REUSED,297.7881062030792,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__3042a4a95c,,,,,,,,,,,,
C01_representative__proxy_48h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,274.94639229774475,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__fecbcc025d.nc,REUSED,274.94639229774475,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__fecbcc025d,,,,,,,,,,,,
C01_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__4b529f408e.nc,0,314.9777883999923,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__4b529f408e.nc,SUCCESS,314.9777883999923,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__4b529f408e,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__4b529f408e.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C01_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__54c3d809d8.nc,0,349.19571749999886,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__54c3d809d8.nc,SUCCESS,349.19571749999886,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__54c3d809d8,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__54c3d809d8.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C01_representative__proxy_48h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,293.6782035827637,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__3d8223c32b.nc,REUSED,293.6782035827637,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__3d8223c32b,,,,,,,,,,,,
C01_representative__proxy_48h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,301.91472816467285,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__ca554ee0e9.nc,REUSED,301.91472816467285,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__ca554ee0e9,,,,,,,,,,,,
C01_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__373e1f2084.nc,0,333.70239399999264,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__373e1f2084.nc,SUCCESS,333.70239399999264,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__373e1f2084,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__373e1f2084.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C01_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__261975f17e.nc,0,369.9057790999941,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__261975f17e.nc,SUCCESS,369.9057790999941,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__261975f17e,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__261975f17e.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C06_representative__multi_auv_48h__baseline_shared_STD,REUSED_EXISTING,0,401.6205880641937,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__mult__1948a4c686.nc,REUSED,401.6205880641937,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__mult__1948a4c686,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,347.7901813983917,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__7876710c87.nc,REUSED,347.7901813983917,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__7876710c87,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,375.3393449783325,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a2d73d1638.nc,REUSED,375.3393449783325,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__a2d73d1638,,,,,,,,,,,,
C01_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__653102ee54.nc,0,328.9369976000162,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__653102ee54.nc,SUCCESS,328.9369976000162,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__653102ee54,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__653102ee54.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C01_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__c6ccd58473.nc,0,309.7208787999989,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__c6ccd58473.nc,SUCCESS,309.7208787999989,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C01_representative__prox__c6ccd58473,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C01_representative__prox__c6ccd58473.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C06_representative__proxy_48h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,296.906450510025,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__3cde6ae1ba.nc,REUSED,296.906450510025,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__3cde6ae1ba,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,341.7905378341675,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6b2aefa836.nc,REUSED,341.7905378341675,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__6b2aefa836,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__7b5098880d.nc,0,376.1157063000137,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__7b5098880d.nc,SUCCESS,376.1157063000137,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__7b5098880d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__7b5098880d.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C06_representative__proxy_48h__vehicle_specific_9010_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__63d3496819.nc,0,443.7025380000123,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__63d3496819.nc,SUCCESS,443.7025380000123,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__63d3496819,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__63d3496819.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
C06_representative__proxy_48h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,292.7462878227234,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__59d747d7e7.nc,REUSED,292.7462878227234,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__59d747d7e7,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,362.9396719932556,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__62a103a902.nc,REUSED,362.9396719932556,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__62a103a902,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a27847617f.nc,0,306.669224799989,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a27847617f.nc,SUCCESS,306.669224799989,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__a27847617f,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a27847617f.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C06_representative__proxy_48h__vehicle_specific_8020_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a3bcba90e5.nc,0,402.8722803000128,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a3bcba90e5.nc,SUCCESS,402.8722803000128,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__a3bcba90e5,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__a3bcba90e5.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
October_control__multi_auv_48h__baseline_shared_STD,REUSED_EXISTING,0,350.12517857551575,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__multi_a__f3b879a0af.nc,REUSED,350.12517857551575,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__multi_a__f3b879a0af,,,,,,,,,,,,
October_control__proxy_48h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,266.48267555236816,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__6b44a43a6e.nc,REUSED,266.48267555236816,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__6b44a43a6e,,,,,,,,,,,,
October_control__proxy_48h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,305.4450192451477,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__ed4282e316.nc,REUSED,305.4450192451477,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__ed4282e316,,,,,,,,,,,,
C06_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6a8bc748bb.nc,0,320.96458130000974,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6a8bc748bb.nc,SUCCESS,320.96458130000974,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__6a8bc748bb,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__6a8bc748bb.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
C06_representative__proxy_48h__vehicle_specific_7030_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__e3851f4b6e.nc,0,368.2458217999956,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__e3851f4b6e.nc,SUCCESS,368.2458217999956,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\C06_representative__prox__e3851f4b6e,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\C06_representative__prox__e3851f4b6e.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
October_control__proxy_48h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,292.4032597541809,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__99b51dfacf.nc,REUSED,292.4032597541809,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__99b51dfacf,,,,,,,,,,,,
October_control__proxy_48h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,252.83058404922485,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__d6e64ec01a.nc,REUSED,252.83058404922485,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__d6e64ec01a,,,,,,,,,,,,
October_control__proxy_48h__vehicle_specific_9010_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__deaeef60b0.nc,0,272.602626900014,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__deaeef60b0.nc,SUCCESS,272.602626900014,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__deaeef60b0,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__deaeef60b0.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
October_control__proxy_48h__vehicle_specific_9010_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__7ab116c7b0.nc,0,341.0940881000133,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__7ab116c7b0.nc,SUCCESS,341.0940881000133,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__7ab116c7b0,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__7ab116c7b0.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
October_control__proxy_48h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,266.1134126186371,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__2a70744467.nc,REUSED,266.1134126186371,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__2a70744467,,,,,,,,,,,,
October_control__proxy_48h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,263.6745913028717,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__d8fb09b604.nc,REUSED,263.6745913028717,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__d8fb09b604,,,,,,,,,,,,
October_control__proxy_48h__vehicle_specific_8020_penalty_both__AUV1_region_A,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__cf9bfb11c4.nc,0,298.9283577000024,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__cf9bfb11c4.nc,SUCCESS,298.9283577000024,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__cf9bfb11c4,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__cf9bfb11c4.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,False,0.0,0.0,,,
October_control__proxy_48h__vehicle_specific_8020_penalty_both__AUV2_region_B,C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__99e5e3fdb2.nc,0,305.0349535999994,,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__99e5e3fdb2.nc,SUCCESS,305.0349535999994,,results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_runs\October_control__proxy_4__99e5e3fdb2,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_overlap_penalty_focused_20260603_121954\planner_inputs\October_control__proxy_4__99e5e3fdb2.nc,"[180, 240]",8004.0,0.0,1.0,8004.0,True,0.2,0.3,2.0,8.0,both
