case_id,mission_duration_requested_h,base_strategy,w_STD,w_region,w_boundary,strategy,penalty_mode,lambda_overlap,lambda_proximity,proximity_sigma_cells,proximity_radius_cells,trajectory_overlap_ratio_penalized,duplicate_sampled_cells_penalized,inter_vehicle_mean_distance_cells_penalized,inter_vehicle_min_distance_cells_penalized,fleet_total_reward_penalized,fleet_collected_STD_penalized,fleet_region_A_coverage_penalized,fleet_region_B_coverage_penalized,region_A_coverage_penalized,region_B_coverage_penalized,complementarity_score_penalized,reward_loss_due_to_penalty_penalized,solver_runtime_penalized,trajectory_overlap_ratio_no_penalty,duplicate_sampled_cells_no_penalty,inter_vehicle_mean_distance_cells_no_penalty,inter_vehicle_min_distance_cells_no_penalty,fleet_total_reward_no_penalty,fleet_collected_STD_no_penalty,fleet_region_A_coverage_no_penalty,fleet_region_B_coverage_no_penalty,region_A_coverage_no_penalty,region_B_coverage_no_penalty,complementarity_score_no_penalty,reward_loss_due_to_penalty_no_penalty,solver_runtime_no_penalty,overlap_reduction,duplicate_cell_reduction,fleet_reward_delta,fleet_STD_delta
C01_representative,24.0,vehicle_specific_8020,0.8,0.2,0.0,vehicle_specific_8020_penalty_both,both,0.2,0.3,2.0,8.0,0.011382113821138212,7,22.240654918833553,0.0,374.5322707891464,353.7485809326172,0.01079136690647482,0.09168808911739502,0.01079136690647482,0.09168808911739502,0.4013939596035715,5.782421767711639,697.061129299982,0.044142614601018676,26.0,25.896331753795966,0.0,385.0720618069172,359.6753845214844,0.01079136690647482,0.08783204798628963,0.01079136690647482,0.08783204798628963,0.3937783630257342,0.0,548.1936802864075,0.032760500779880464,19.0,-10.539791017770767,-5.9268035888671875
C01_representative,24.0,vehicle_specific_7030,0.7,0.3,0.0,vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.02471169686985173,15,14.052503919851063,0.0,341.41557228565216,323.1025390625,0.07434052757793765,0.07455012853470437,0.07434052757793765,0.07455012853470437,0.5651543023646042,16.88591605424881,617.0293700000038,0.006493506493506494,4.0,43.18570674120494,0.0,378.91739654541016,319.2175598144531,0.07434052757793765,0.10454155955441302,0.07434052757793765,0.10454155955441302,0.5833056154274427,0.0,532.6080431938171,-0.018218190376345235,-11.0,-37.501824259757996,3.884979248046875
C06_representative,24.0,vehicle_specific_9010,0.9,0.1,0.0,vehicle_specific_9010_penalty_both,both,0.2,0.3,2.0,8.0,0.03387096774193549,21,5.9646496288955095,0.0,353.8382886648178,354.8135070800781,0.17250159134309356,0.0,0.17250159134309356,0.0,0.383196160192699,4.549614608287811,739.3871760000184,0.2563600782778865,131.0,2.3949614903246363,0.0,367.9575752541423,363.64610290527344,0.1705919796308084,0.0,0.1705919796308084,0.0,0.3269055184594114,0.0,658.0888097286224,0.222489110535951,110.0,-14.119286589324474,-8.832595825195312
C06_representative,24.0,vehicle_specific_8020,0.8,0.2,0.0,vehicle_specific_8020_penalty_both,both,0.2,0.3,2.0,8.0,0.01517706576728499,9,12.094352087492327,0.0,336.6364166587591,300.06463623046875,0.16040738383195416,0.04319210201563143,0.16040738383195416,0.04319210201563143,0.5090278238347413,0.9378904160112143,681.1321216999786,0.051194539249146756,30.0,5.117038762846743,0.0,343.6619934588671,306.5828552246094,0.17950350095480586,0.04360345536816125,0.17950350095480586,0.04360345536816125,0.48505811149552364,0.0,605.9985482692719,0.03601747348186177,21.0,-7.025576800107956,-6.518218994140625
C06_representative,24.0,vehicle_specific_7030,0.7,0.3,0.0,vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.01620745542949757,10,10.373363051846782,0.0,334.0458695050329,308.1728515625,0.18141311266709104,0.04319210201563143,0.18141311266709104,0.04319210201563143,0.49030766013888627,15.633983112871647,643.8314797000203,0.0016474464579901153,1.0,43.070348260256736,0.0,362.77208661288023,261.3308410644531,0.14322087842138764,0.09954751131221719,0.14322087842138764,0.09954751131221719,0.6495323220105103,0.0,615.7441091537476,-0.014560008971507454,-9.0,-28.726217107847333,46.842010498046875
October_control,24.0,vehicle_specific_9010,0.9,0.1,0.0,vehicle_specific_9010_penalty_both,both,0.2,0.3,2.0,8.0,0.00980392156862745,6,5.104452271750038,0.0,335.92112079262733,358.6326599121094,0.0,0.18290854572713644,0.0,0.18290854572713644,0.4142455852340183,14.368948444724083,519.9137319000147,0.09515570934256055,55.0,2.830189359430463,0.0,364.4277092963457,370.4522705078125,0.0,0.17916041979010494,0.0,0.17916041979010494,0.40037232483600993,0.0,486.3408782482147,0.0853517877739331,49.0,-28.506588503718376,-11.819610595703125
October_control,24.0,vehicle_specific_8020,0.8,0.2,0.0,vehicle_specific_8020_penalty_both,both,0.2,0.3,2.0,8.0,0.016129032258064516,10,6.847206627662854,0.0,355.7157922014594,362.1748504638672,0.0,0.17953523238380809,0.0,0.17953523238380809,0.41133775062224515,-7.257847227156162,557.2109350999817,0.13464991023339318,75.0,4.16301020209375,0.0,356.3236342817545,368.5069580078125,0.0,0.16079460269865067,0.0,0.16079460269865067,0.3801643321691003,0.0,513.8513333797455,0.11852087797532866,65.0,-0.6078420802950859,-6.3321075439453125
October_control,24.0,vehicle_specific_7030,0.7,0.3,0.0,vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.009724473257698542,6,22.547879438504282,0.0,399.6486472133547,327.4973449707031,0.05622188905547226,0.12931034482758622,0.05622188905547226,0.12931034482758622,0.5400331107943835,-13.436259815469384,500.44396389997564,0.025380710659898477,15.0,20.620946885949714,0.0,374.5332226753235,317.2414093017578,0.05622188905547226,0.12293853073463268,0.05622188905547226,0.12293853073463268,0.5368911244685107,0.0,483.34424018859863,0.015656237402199936,9.0,25.11542453803122,10.255935668945312
C01_representative,48.0,vehicle_specific_8020,0.8,0.2,0.0,vehicle_specific_8020_penalty_both,both,0.2,0.3,2.0,8.0,0.02568351284175642,31,8.050556021795813,0.0,693.1031178792473,635.0870971679688,0.1223021582733813,0.16409597257926306,0.1223021582733813,0.16409597257926306,0.5667798169370025,19.29507275321521,664.1735058999911,0.1140754369825207,124.0,6.5596797390867545,0.0,710.3948624283075,666.1571350097656,0.13069544364508393,0.0959725792630677,0.13069544364508393,0.0959725792630677,0.493025516384882,0.0,572.734498500824,0.08839192414076429,93.0,-17.29174454906024,-31.070037841796875
C01_representative,48.0,vehicle_specific_9010,0.9,0.1,0.0,vehicle_specific_9010_penalty_both,both,0.2,0.3,2.0,8.0,0.023236514522821577,28,9.27608203150866,0.0,654.8775658304803,668.1041564941406,0.03477218225419664,0.1319622964867181,0.03477218225419664,0.1319622964867181,0.4143734947180529,26.19999609934166,703.6081730999867,0.1566265060240964,169.0,2.0293761339276544,0.0,730.9217668026686,727.50390625,0.03896882494004796,0.08697514995715509,0.03896882494004796,0.08697514995715509,0.3755925066386619,0.0,637.4068069458008,0.1333899915012748,141.0,-76.04420097218826,-59.399749755859375
C01_representative,48.0,vehicle_specific_7030,0.7,0.3,0.0,vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.011326860841423949,14,25.738702149837458,0.0,714.7472473271191,574.765869140625,0.15887290167865709,0.23607540702656385,0.15887290167865709,0.23607540702656385,0.6522789452290965,5.960406418889761,638.6578764000151,0.07049608355091384,81.0,10.655595666430349,0.0,705.36767116189,599.905517578125,0.15887290167865709,0.18808911739502998,0.15887290167865709,0.18808911739502998,0.6192793372852807,0.0,595.5929317474365,0.05916922270948989,67.0,9.379576165229082,-25.1396484375
C06_representative,48.0,vehicle_specific_9010,0.9,0.1,0.0,vehicle_specific_9010_penalty_both,both,0.2,0.3,2.0,8.0,0.03807106598984772,45,4.007868923883218,0.0,601.3844920452684,625.4119873046875,0.27625716104392106,0.06334841628959276,0.27625716104392106,0.06334841628959276,0.4819956513972709,35.706346893683076,819.818244300026,0.23671013039117353,236.0,1.7908613521943968,0.0,673.6448483169079,676.4491577148438,0.28962444302991724,0.0,0.28962444302991724,0.0,0.3560036210487601,0.0,723.1295263767242,0.1986390644013258,191.0,-72.26035627163947,-51.03717041015625
C06_representative,48.0,vehicle_specific_8020,0.8,0.2,0.0,vehicle_specific_8020_penalty_both,both,0.2,0.3,2.0,8.0,0.022632020117351215,27,7.914202673263913,0.0,637.0001515795011,575.9809265136719,0.23297262889879058,0.1443850267379679,0.23297262889879058,0.1443850267379679,0.6179035012952547,20.075547561747953,709.5415051000018,0.11732355637030248,128.0,4.363285792501132,0.0,668.2454934418201,624.8540344238281,0.26670910248249524,0.08062525709584534,0.26670910248249524,0.08062525709584534,0.4894848478527411,0.0,638.6969883441925,0.09469153625295126,101.0,-31.245341862319037,-48.87310791015625
C06_representative,48.0,vehicle_specific_7030,0.7,0.3,0.0,vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.02092050209205021,25,8.202098624092562,0.0,660.274894811213,556.1293487548828,0.2380649267982177,0.174413821472645,0.2380649267982177,0.174413821472645,0.6567484165542331,31.906895495951176,689.2104031000054,0.037751677852348994,45.0,7.648714125059582,0.0,682.8789447583258,571.5657501220703,0.23297262889879058,0.15178938708350473,0.23297262889879058,0.15178938708350473,0.6224137286098914,0.0,655.685959815979,0.016831175760298786,20.0,-22.6040499471128,-15.4364013671875
October_control,48.0,vehicle_specific_9010,0.9,0.1,0.0,vehicle_specific_9010_penalty_both,both,0.2,0.3,2.0,8.0,0.027545909849749584,33,3.3688423097108178,0.0,688.8436165936291,701.6366577148438,0.005997001499250375,0.31896551724137934,0.005997001499250375,0.31896551724137934,0.443435125009311,-11.173639941960573,613.6967150000273,0.16524216524216523,174.0,1.855864191887451,0.0,705.9603031128645,719.2925720214844,0.0,0.31896551724137934,0.0,0.31896551724137934,0.43031115431277434,0.0,571.9276947975159,0.13769625539241565,141.0,-17.116686519235373,-17.655914306640625
October_control,48.0,vehicle_specific_8020,0.8,0.2,0.0,vehicle_specific_8020_penalty_both,both,0.2,0.3,2.0,8.0,0.03377265238879736,41,5.11029704289357,0.0,646.8607062553056,699.2322082519531,0.0356071964017991,0.315592203898051,0.0356071964017991,0.315592203898051,0.4889442992509278,43.86734980298206,603.9633113000018,0.15648148148148147,169.0,6.675675621171855,0.0,715.0950190722942,709.9408874511719,0.034857571214392806,0.29422788605697153,0.034857571214392806,0.29422788605697153,0.46924052283009776,0.0,545.2338438034058,0.1227088290926841,128.0,-68.23431281698868,-10.70867919921875
October_control,48.0,vehicle_specific_7030,0.7,0.3,0.0,vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.025790349417637273,31,18.740458628288746,0.0,731.9735046215355,644.7974243164062,0.09857571214392803,0.2972263868065967,0.09857571214392803,0.2972263868065967,0.5698071829856614,21.530200216919184,482.68090389997815,0.08296557811120918,94.0,18.37206263522461,0.0,752.7325168475509,644.9814453125,0.09857571214392803,0.27586206896551724,0.09857571214392803,0.27586206896551724,0.5527965512834484,0.0,529.7880039215088,0.0571752286935719,63.0,-20.75901222601533,-0.18402099609375
C01_representative,48.0,role_swap_of_vehicle_specific_7030,0.7,0.3,0.0,role_swap_of_vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.010815307820299502,13,11.601025875394358,0.0,665.5391702931374,565.997314453125,0.18225419664268586,0.19408740359897173,0.18225419664268586,0.19408740359897173,0.5242993237761329,25.44286692328751,618.255145699979,,,,,,,,,,,,,,,,,
October_control,12.0,role_swap_of_vehicle_specific_7030,0.7,0.3,0.0,role_swap_of_vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.0711864406779661,21,5.2133352573726475,0.0,142.01322512328625,180.01522064208984,0.0,0.07458770614692653,0.0,0.07458770614692653,0.33833957296959605,22.61053428053856,630.4873154999805,,,,,,,,,,,,,,,,,
C06_representative,48.0,role_swap_of_vehicle_specific_7030,0.7,0.3,0.0,role_swap_of_vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.0113544201135442,14,26.065196578099584,0.0,658.5420778058469,574.9571075439453,0.24761298535964354,0.15178938708350473,0.24761298535964354,0.15178938708350473,0.5009646079936045,30.34235680103302,818.7548045000003,,,,,,,,,,,,,,,,,
October_control,24.0,role_swap_of_vehicle_specific_7030,0.7,0.3,0.0,role_swap_of_vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.023411371237458192,14,9.320053848701022,0.0,358.0244806557894,321.6481018066406,0.05322338830584707,0.11881559220389805,0.05322338830584707,0.11881559220389805,0.3971712578853861,16.417468763887882,566.8206470999867,,,,,,,,,,,,,,,,,
October_control,48.0,role_swap_of_vehicle_specific_7030,0.7,0.3,0.0,role_swap_of_vehicle_specific_7030_penalty_both,both,0.2,0.3,2.0,8.0,0.01316872427983539,16,13.454076120968711,0.0,717.8573611453176,600.4967651367188,0.12743628185907047,0.22338830584707647,0.12743628185907047,0.22338830584707647,0.47847078360155154,20.797871485352516,613.6304375999898,,,,,,,,,,,,,,,,,
