scope,prototype_key,prototype_name,row,col,lat,lon,temp_mean,temp_std,region_label,region_label_id,boundary_score,gradient_magnitude,gradient_direction,distance_to_boundary,region_id
global,class_02,prototype_class_02,0,0,39.38888931274414,-9.55555534362793,-0.13147753,0.40373966,high,1,0.5247822,1.1973346,2.6627681,39.0,2
global,class_02,prototype_class_02,0,1,39.38888931274414,-9.549799919128418,-0.13758357,0.40206954,high,1,0.5283999,1.1981887,2.6592224,38.0,2
global,class_02,prototype_class_02,0,2,39.38888931274414,-9.54404354095459,-0.14368989,0.40047362,high,1,0.5322554,1.1994504,2.655838,37.0,2
global,class_02,prototype_class_02,0,3,39.38888931274414,-9.538288116455078,-0.14979616,0.39895257,high,1,0.536532,1.2016445,2.6528468,36.0,2
global,class_02,prototype_class_02,0,4,39.38888931274414,-9.532532691955566,-0.15590243,0.39750755,high,1,0.5407293,1.2033073,2.6496384,35.0,2
global,class_02,prototype_class_02,0,5,39.38888931274414,-9.526776313781738,-0.16200872,0.39613903,high,1,0.5452007,1.2054572,2.6466405,34.0,2
global,class_02,prototype_class_02,0,6,39.38888931274414,-9.521020889282227,-0.16811506,0.39484802,high,1,0.5497036,1.20738,2.6435423,33.0,2
global,class_02,prototype_class_02,0,7,39.38888931274414,-9.515265464782715,-0.17422134,0.39363527,high,1,0.55461234,1.2101551,2.6408515,32.0,2
global,class_02,prototype_class_02,0,8,39.38888931274414,-9.509509086608887,-0.18032764,0.39250153,high,1,0.56919175,1.2407224,2.650459,31.0,2
global,class_02,prototype_class_02,0,9,39.38888931274414,-9.503753662109375,-0.18680747,0.3908372,high,1,0.59479415,1.3030058,2.6726437,30.0,2
global,class_02,prototype_class_02,0,10,39.38888931274414,-9.497998237609863,-0.19372323,0.38853973,high,1,0.6116765,1.3395662,2.6837518,29.0,2
global,class_02,prototype_class_02,0,11,39.38888931274414,-9.492241859436035,-0.20063886,0.38632143,high,1,0.61681694,1.3416028,2.6818423,28.0,2
global,class_02,prototype_class_02,0,12,39.38888931274414,-9.486486434936523,-0.2075546,0.384184,high,1,0.6215754,1.3421489,2.679368,27.0,2
global,class_02,prototype_class_02,0,13,39.38888931274414,-9.480731010437012,-0.21447034,0.3821285,high,1,0.62680066,1.3436621,2.6772614,26.0,2
global,class_02,prototype_class_02,0,14,39.38888931274414,-9.474974632263184,-0.221386,0.38015646,high,1,0.6320768,1.3449216,2.675064,25.0,2
global,class_02,prototype_class_02,0,15,39.38888931274414,-9.469219207763672,-0.22830172,0.37826914,high,1,0.6377137,1.3468164,2.6731024,24.0,2
global,class_02,prototype_class_02,0,16,39.38888931274414,-9.46346378326416,-0.23521745,0.37646773,high,1,0.643223,1.347914,2.6708434,23.0,2
global,class_02,prototype_class_02,0,17,39.38888931274414,-9.457707405090332,-0.24213313,0.37475348,high,1,0.66646755,1.400162,2.6872013,22.0,2
global,class_02,prototype_class_02,0,18,39.38888931274414,-9.45195198059082,-0.24969144,0.37187412,high,1,0.69066256,1.454723,2.704224,21.0,2
global,class_02,prototype_class_02,0,19,39.38888931274414,-9.446195602416992,-0.25730333,0.36899203,high,1,0.6975137,1.4583694,2.7042742,20.0,2
global,class_02,prototype_class_02,0,20,39.38888931274414,-9.44044017791748,-0.26491505,0.3662145,high,1,0.7042348,1.4611591,2.704077,19.0,2
global,class_02,prototype_class_02,0,21,39.38888931274414,-9.434684753417969,-0.2725269,0.36354378,high,1,0.71025217,1.4614096,2.7030404,18.0,2
global,class_02,prototype_class_02,0,22,39.38888931274414,-9.42892837524414,-0.28013882,0.3609822,high,1,0.7162984,1.4612371,2.701867,17.0,2
global,class_02,prototype_class_02,0,23,39.38888931274414,-9.423172950744629,-0.28775063,0.3585324,high,1,0.72289836,1.4621536,2.7010627,16.0,2
global,class_02,prototype_class_02,0,24,39.38888931274414,-9.417417526245117,-0.29536253,0.35619628,high,1,0.72941107,1.4622792,2.6999884,15.0,2
global,class_02,prototype_class_02,0,25,39.38888931274414,-9.411661148071289,-0.30297428,0.3539765,high,1,0.73775446,1.4671774,2.700458,14.0,2
global,class_02,prototype_class_02,0,26,39.38888931274414,-9.405905723571777,-0.31063798,0.35135362,high,1,0.7483672,1.4781075,2.703335,13.0,2
global,class_02,prototype_class_02,0,27,39.38888931274414,-9.400150299072266,-0.31838444,0.34802592,high,1,0.7580489,1.4857435,2.7059224,12.0,2
global,class_02,prototype_class_02,0,28,39.38888931274414,-9.394393920898438,-0.32613102,0.34483513,high,1,0.76497066,1.4847487,2.7057788,11.0,2
global,class_02,prototype_class_02,0,29,39.38888931274414,-9.388638496398926,-0.33387747,0.34178507,high,1,0.7719556,1.4833167,2.7055035,10.0,2
global,class_02,prototype_class_02,0,30,39.38888931274414,-9.382883071899414,-0.34162396,0.33887956,high,1,0.78024495,1.4850403,2.7062213,9.0,2
global,class_02,prototype_class_02,0,31,39.38888931274414,-9.377126693725586,-0.34937048,0.33612233,high,1,0.78813624,1.4849483,2.7063668,8.0,2
