day_index,date,assigned_class_id,assigned_class_label,assigned_cv_regime_label,nearest_centroid_distance,second_centroid_distance,confidence_margin,confidence_score,best_prototype_corr_class,best_prototype_rmse_class,feature_vs_corr_mismatch,feature_vs_rmse_mismatch,class_id,class_label,class_size,cv_regime_label,cv_regime_label_raw,qualitative_regime_label,prototype_mean,prototype_std,prototype_min,prototype_max,prototype_p05,prototype_p50,prototype_p95,gradient_mean,gradient_median,gradient_p90,gradient_p95,gradient_max,high_gradient_threshold,high_gradient_fraction,gradient_concentration_score,dominant_gradient_region,gradient_centroid_x_km,gradient_centroid_y_km,boundary_score,boundary_threshold,boundary_fraction,boundary_component_count,largest_boundary_component_fraction,boundary_length_proxy,boundary_orientation_proxy,boundary_region_label,boundary_distance_mean_cells,boundary_distance_p90_cells,boundary_distance_score_r1_mean,boundary_distance_score_r2_mean,boundary_distance_score_r3_mean,boundary_distance_score_r5_mean,boundary_distance_score_r8_mean,heterogeneity_score,local_variance_mean,local_variance_p90,entropy_score,texture_score,spatial_roughness,unimodal_or_bimodal_flag,substructure_flag,cold_fraction,warm_fraction,neutral_fraction,cold_warm_ratio,segmentation_thresholds,segmentation_method,cold_region_centroid_x_km,cold_region_centroid_y_km,warm_region_centroid_x_km,warm_region_centroid_y_km,segment_interface_score,mean_member_to_prototype_rmse,std_member_to_prototype_rmse,max_member_to_prototype_rmse,representative_member_ids,outlier_member_ids,intra_class_variability_score,compactness_score,interest_mean,interest_p90
11,2024-10-11,2,class_02_homogeneous,homogeneous,42.91404342651367,80.01685333251953,37.10280990600586,0.4636874496936798,4,2,True,False,2,class_02_homogeneous,70,homogeneous,single_gradient,warm_homogeneous,0.7948435544967651,0.1575272530317306,0.4003757536411285,1.010189652442932,0.4855498671531677,0.8390796184539795,0.9812673926353456,0.026729779317975,0.0186318028718233,0.0422177948057651,0.0458592325448989,1.0611002445220947,0.0422177948057651,0.1000749625187406,0.0766315087676048,mixed,485.49456787109375,4381.9921875,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.1849368661642074,0.0003426773182582,0.000195604559849,0.9443007019967457,0.00331731303595,0.0026540665421634,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.294418088133846,0.1208606985829778,0.5766921043395996,247|328|23|225|336,30|267|264|265|279,1.868997792239426,0.7725479187653298,0.0666350722312927,0.095942273736
12,2024-10-12,2,class_02_homogeneous,homogeneous,42.289794921875,72.73877716064453,30.44898223876953,0.41860729455947876,3,2,True,False,2,class_02_homogeneous,70,homogeneous,single_gradient,warm_homogeneous,0.7948435544967651,0.1575272530317306,0.4003757536411285,1.010189652442932,0.4855498671531677,0.8390796184539795,0.9812673926353456,0.026729779317975,0.0186318028718233,0.0422177948057651,0.0458592325448989,1.0611002445220947,0.0422177948057651,0.1000749625187406,0.0766315087676048,mixed,485.49456787109375,4381.9921875,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.1849368661642074,0.0003426773182582,0.000195604559849,0.9443007019967457,0.00331731303595,0.0026540665421634,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.294418088133846,0.1208606985829778,0.5766921043395996,247|328|23|225|336,30|267|264|265|279,1.868997792239426,0.7725479187653298,0.0666350722312927,0.095942273736
13,2024-10-13,3,class_03_homogeneous,homogeneous,55.33639907836914,60.53778839111328,5.201389312744141,0.08591970801353455,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
14,2024-10-14,3,class_03_homogeneous,homogeneous,18.081838607788086,66.71690368652344,48.63506317138672,0.7289766073226929,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
15,2024-10-15,3,class_03_homogeneous,homogeneous,20.190210342407227,75.51788330078125,55.327674865722656,0.7326433658599854,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
16,2024-10-16,3,class_03_homogeneous,homogeneous,19.440547943115234,63.8769416809082,44.43639373779297,0.6956562399864197,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
17,2024-10-17,3,class_03_homogeneous,homogeneous,107.73408508300781,136.58761596679688,28.853530883789062,0.2112455815076828,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
18,2024-10-18,3,class_03_homogeneous,homogeneous,133.8984375,159.6991424560547,25.800704956054688,0.16155819594860077,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
19,2024-10-19,3,class_03_homogeneous,homogeneous,76.88433074951172,109.76580047607422,32.8814697265625,0.2995602488517761,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
20,2024-10-20,3,class_03_homogeneous,homogeneous,25.103559494018555,78.96247100830078,53.858909606933594,0.6820823550224304,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
21,2024-10-21,3,class_03_homogeneous,homogeneous,32.70909881591797,92.20357513427734,59.494476318359375,0.6452512741088867,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
22,2024-10-22,3,class_03_homogeneous,homogeneous,36.525390625,97.1361083984375,60.6107177734375,0.6239771842956543,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
23,2024-10-23,3,class_03_homogeneous,homogeneous,81.26819610595703,117.05883026123047,35.79063415527344,0.3057491183280945,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
24,2024-10-24,3,class_03_homogeneous,homogeneous,28.342906951904297,85.86082458496094,57.51791763305664,0.6698970794677734,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
25,2024-10-25,3,class_03_homogeneous,homogeneous,89.576171875,125.31597900390625,35.73980712890625,0.28519752621650696,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
26,2024-10-26,3,class_03_homogeneous,homogeneous,169.37673950195312,191.10452270507812,21.727783203125,0.11369580775499344,3,3,False,False,3,class_03_homogeneous,50,homogeneous,homogeneous,warm_homogeneous,1.5788333415985107,0.1016542091965675,1.167732834815979,1.7442970275878906,1.357480764389038,1.5877983570098877,1.712264060974121,0.0250393897294998,0.0146497022360563,0.0527483560144901,0.0606142021715641,1.1024338006973269,0.0527483560144901,0.1000749625187406,0.0867281928658485,mixed,485.9434814453125,4382.68505859375,0.0,,0.0,0,0.0,0,none,mixed,,,0.0,0.0,0.0,0.0,0.0,0.0996498093008995,0.000310508912662,0.0003010153886862,0.8221944894260884,0.0031560256611555,0.002666258951649,unimodal_or_gradient,True,0.0,0.0,1.0,0.0,,homogeneous_single_region,,,,,0.0,0.2830257093906402,0.1129663423975769,0.5949503183364868,8|261|262|9|351,2|364|1|277|0,2.7842005916681405,0.7794076086557452,0.0457362122833728,0.1123425960540771
