prototype_name,clean_png_path,grad_sigma,threshold,threshold_method,std_temp,iqr_temp,range_temp,score_mean,low_ratio,high_ratio,min_region_ratio,inter_region_diff,coherence_low,coherence_high,coherence_min,mean_grad,p90_grad,front_area_ratio,seed,scope,k,key,regime_label
subclass_prototype_01,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\local_class02\k2\subclass_prototype_01_clean.png,1.0,-59.617488861083984,mean_fallback,23.952049255371094,41.0,88.0,-59.617488861083984,0.4966132021215413,0.5033867978784586,0.4966132021215413,41.116722106933594,1.0,1.0,1.0,0.11271387338638306,0.6392965912818909,0.058508226602034516,11,local_class02,k2,k2::subclass_prototype_01,single_gradient
subclass_prototype_02,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\local_class02\k2\subclass_prototype_02_clean.png,1.0,20.50676727294922,mean_fallback,59.4752311706543,106.0,211.0,20.50676727294922,0.45525044959513616,0.5447495504048638,0.45525044959513616,105.19845581054688,1.0,1.0,1.0,0.29274114966392517,0.7059497833251953,0.09848643911523329,11,local_class02,k2,k2::subclass_prototype_02,multi_regime
