prototype_name,sigma,threshold,std_temp,iqr_temp,range_temp,low_ratio,high_ratio,min_region_ratio,inter_region_diff,coherence_low,coherence_high,coherence_min,mean_grad,p90_grad,front_area_ratio,threshold_method,multiotsu_thresholds,seed,scope,k,key,regime_label
subclass_prototype_01,1.0,-0.4721759259700775,0.20925608277320862,0.34994423389434814,0.7712256908416748,0.47581227436823104,0.524187725631769,0.47581227436823104,0.35864031314849854,1.0,1.0,1.0,0.008042163215577602,0.00915861688554287,0.10007220216606498,mean_fallback,,11,local_class02,k2,k2::subclass_prototype_01,single_gradient
subclass_prototype_02,1.0,0.13716688752174377,0.45035460591316223,0.7520852535963058,1.7131433486938477,0.4619494584837545,0.5380505415162455,0.4619494584837545,0.7809071242809296,1.0,1.0,1.0,0.018337659537792206,0.02172464318573475,0.10007220216606498,mean_fallback,,11,local_class02,k2,k2::subclass_prototype_02,single_gradient
