image_idx_0_based,image_z_1_based,image_icv_proxy,png_path
283,284,0.04040810093283653,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z284.png
204,205,0.27827534079551697,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
298,299,0.051126640290021896,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z299.png
291,292,0.22080817818641663,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z292.png
282,283,0.06063332408666611,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z283.png
290,291,0.217265784740448,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z291.png
297,298,0.07275959849357605,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z298.png
292,293,0.18350014090538025,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z293.png
296,297,0.11037429422140121,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z297.png
294,295,0.1834375113248825,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z295.png
288,289,0.1352231502532959,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z289.png
289,290,0.18287956714630127,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z290.png
293,294,0.1456664502620697,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z294.png
295,296,0.15207594633102417,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z296.png
