distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,15,16,0.07358650863170624,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
2,14,15,0.08091903477907181,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
3,137,138,0.08837393671274185,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
4,136,137,0.09294599294662476,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
5,17,18,0.09472859650850296,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
6,108,109,0.1030791625380516,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
7,104,105,0.10438363254070282,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
8,16,17,0.1052192822098732,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
9,151,152,0.10635514557361603,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
10,138,139,0.10957188159227371,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
11,35,36,0.11501895636320114,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
12,109,110,0.11945240944623947,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
13,42,43,0.13660021126270294,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
14,41,42,0.138158917427063,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
15,13,14,0.14309699833393097,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
16,43,44,0.1472965031862259,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
17,139,140,0.15223170816898346,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
18,107,108,0.15270844101905823,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
19,110,111,0.15395964682102203,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
20,44,45,0.15797896683216095,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
21,47,48,0.15950097143650055,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
22,250,251,0.16128261387348175,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
23,135,136,0.16293512284755707,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
24,40,41,0.16297583281993866,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
25,36,37,0.16429054737091064,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
26,127,128,0.16765056550502777,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
27,50,51,0.1690235137939453,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
28,112,113,0.1707921177148819,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
29,48,49,0.1725909262895584,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
30,34,35,0.17265458405017853,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
31,140,141,0.17428728938102722,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
32,37,38,0.17622758448123932,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
33,2,3,0.17745926976203918,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
34,143,144,0.1796804964542389,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
35,1,2,0.18119512498378754,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
36,38,39,0.18262146413326263,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
37,39,40,0.1839064359664917,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
38,33,34,0.1841709315776825,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
39,23,24,0.18490508198738098,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
40,126,127,0.1869717687368393,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
41,51,52,0.1875094473361969,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
42,0,1,0.1899380087852478,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
43,49,50,0.19137215614318848,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
44,22,23,0.19146931171417236,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
45,45,46,0.1926019787788391,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
46,46,47,0.19427207112312317,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
47,253,254,0.1994631141424179,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
48,21,22,0.20694656670093536,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
49,102,103,0.21181052923202515,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
50,249,250,0.21218833327293396,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
51,142,143,0.21375054121017456,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
52,134,135,0.21460078656673431,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
53,251,252,0.21818138659000397,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
54,111,112,0.22064466774463654,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
55,12,13,0.22496257722377777,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z013.png
