distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
44,250,251,0.1871252954006195,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
45,18,19,0.18797147274017334,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z019.png
46,102,103,0.18831577897071838,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
47,125,126,0.1892237663269043,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
48,45,46,0.19000712037086487,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
49,127,128,0.19190724194049835,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
50,135,136,0.19265994429588318,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
51,24,25,0.19350343942642212,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z025.png
52,49,50,0.19371597468852997,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
53,52,53,0.2001611292362213,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z053.png
54,143,144,0.20455849170684814,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
55,25,26,0.20764116942882538,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z026.png
56,32,33,0.2088727504014969,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z033.png
57,26,27,0.20988893508911133,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z027.png
58,140,141,0.21937358379364014,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
59,249,250,0.22025956213474274,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
60,27,28,0.2209499329328537,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z028.png
61,142,143,0.22272801399230957,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
62,150,151,0.22301830351352692,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z151.png
63,113,114,0.22714413702487946,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z114.png
64,28,29,0.23280084133148193,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z029.png
65,111,112,0.23930014669895172,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
66,124,125,0.2417714148759842,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z125.png
67,134,135,0.24258774518966675,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
68,29,30,0.24555309116840363,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z030.png
69,20,21,0.24575397372245789,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z021.png
70,251,252,0.25110527873039246,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
71,246,247,0.2551075220108032,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z247.png
72,141,142,0.27738291025161743,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
73,257,258,0.2781025469303131,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
74,19,20,0.27919480204582214,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z020.png
75,252,253,0.28044140338897705,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z253.png
76,133,134,0.2856297791004181,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
77,30,31,0.2875656485557556,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z031.png
78,258,259,0.2890855073928833,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
79,11,12,0.2897760570049286,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z012.png
80,103,104,0.2933945059776306,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z104.png
81,31,32,0.29891327023506165,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z032.png
82,146,147,0.3099418580532074,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
83,53,54,0.31987082958221436,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z054.png
84,165,166,0.3213954269886017,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
85,123,124,0.32597729563713074,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z124.png
86,4,5,0.32835155725479126,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z005.png
87,163,164,0.3501593768596649,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
88,248,249,0.3535608649253845,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z249.png
89,132,133,0.3555848300457001,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
90,131,132,0.358616441488266,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
91,101,102,0.3634178936481476,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z102.png
92,259,260,0.36488860845565796,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z260.png
93,245,246,0.40076297521591187,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
94,162,163,0.4040048122406006,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
95,54,55,0.4065932333469391,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z055.png
96,145,146,0.40678349137306213,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
97,172,173,0.4235313832759857,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
98,173,174,0.4368019104003906,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
99,237,238,0.49816957116127014,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
