distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,14,15,0.06728014349937439,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
2,15,16,0.07011378556489944,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
3,104,105,0.07162301242351532,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
4,17,18,0.07307218760251999,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
5,35,36,0.10287985950708389,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
6,16,17,0.11638840287923813,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
7,109,110,0.12012248486280441,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
8,13,14,0.12029492110013962,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
9,137,138,0.12266265600919724,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
10,40,41,0.12321226298809052,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
11,41,42,0.12436525523662567,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
12,151,152,0.1283511519432068,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
13,107,108,0.1306268572807312,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
14,42,43,0.1326414942741394,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
15,2,3,0.13283443450927734,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
16,136,137,0.13335102796554565,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
17,108,109,0.1334160417318344,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
18,1,2,0.13588568568229675,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
19,138,139,0.13831761479377747,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
20,112,113,0.14083890616893768,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
21,126,127,0.14189513027668,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
22,23,24,0.1424364596605301,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
23,47,48,0.1437249481678009,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
24,43,44,0.1448279172182083,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
25,0,1,0.14768946170806885,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
26,22,23,0.14803463220596313,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
27,34,35,0.15252649784088135,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
28,39,40,0.15388880670070648,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
29,44,45,0.15757125616073608,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
30,37,38,0.16031838953495026,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
31,38,39,0.161291241645813,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
32,36,37,0.16304805874824524,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
33,48,49,0.16313034296035767,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
34,50,51,0.16347713768482208,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
35,33,34,0.16372407972812653,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
36,21,22,0.1651153713464737,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
37,51,52,0.16604240238666534,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
38,110,111,0.16917307674884796,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
39,139,140,0.17803649604320526,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
40,253,254,0.18260343372821808,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
41,46,47,0.18399196863174438,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
42,12,13,0.1861414760351181,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z013.png
43,3,4,0.18650034070014954,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z004.png
