distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,136,137,0.08568701893091202,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
2,108,109,0.09074066579341888,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
3,137,138,0.10168367624282837,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
4,140,141,0.11195220053195953,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
5,151,152,0.11756705492734909,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
6,16,17,0.12443003803491592,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
7,138,139,0.1271142214536667,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
8,15,16,0.13169148564338684,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
9,127,128,0.13245630264282227,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
10,110,111,0.14033930003643036,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
11,141,142,0.1441686451435089,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
12,109,110,0.1500144600868225,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
13,250,251,0.15383563935756683,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
14,14,15,0.155605748295784,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
15,135,136,0.16385798156261444,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
16,251,252,0.16414481401443481,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
17,139,140,0.1646498441696167,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
18,42,43,0.16506507992744446,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
19,17,18,0.17048560082912445,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
20,43,44,0.17214025557041168,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
21,35,36,0.17295286059379578,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
22,44,45,0.17633886635303497,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
23,41,42,0.18128810822963715,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
24,36,37,0.1824176162481308,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
25,111,112,0.18541580438613892,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
26,104,105,0.18797679245471954,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
27,143,144,0.1886318176984787,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
28,50,51,0.19062680006027222,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
29,133,134,0.19285963475704193,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
30,49,50,0.1939207911491394,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
31,165,166,0.19448207318782806,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
32,48,49,0.20066654682159424,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
33,47,48,0.2009650319814682,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
34,45,46,0.20710404217243195,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
35,258,259,0.20730707049369812,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
36,134,135,0.21191784739494324,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
37,37,38,0.21491177380084991,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
38,252,253,0.21855391561985016,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z253.png
39,46,47,0.22124148905277252,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
40,13,14,0.2218133807182312,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
41,38,39,0.22751176357269287,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
42,131,132,0.2304324060678482,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
