run_id,strategy,case_id,fleet_collected_STD,fleet_collected_boundary,inter_vehicle_min_distance,inter_vehicle_mean_distance,trajectory_overlap_ratio,duplicate_sampled_cells,shared_top10_cells,fleet_region_A_coverage,fleet_region_B_coverage,fleet_region_coverage,fleet_total_area_covered,fleet_complementarity_score,proximity_penalty,increase_region_coverage,decrease_overlap,change_in_STD_collected,change_in_boundary_collected,solver_status,solver_runtime
C01_representative__2auv_12h__multi_baseline_STD,multi_baseline_STD,C01_representative,182.08760833740234,236.05673217773438,1.0,12.88916423731386,0.0,0,0,0.06240448293428426,0.014222658165767533,0.0766271411000518,303,0.5383135705500259,0.13851644050957537,0.0,0.0,0.0,0.0,REUSED_STEP11D,0.0
C01_representative__2auv_12h__multi_boundary_alpha050,multi_boundary_alpha050,C01_representative,185.07135009765625,260.6810302734375,1.0,12.442308432713817,0.0,0,0,0.06214977075904228,0.01937224129475233,0.08152201205379461,323,0.5407610060268973,0.16417964302736332,0.0048948709537428164,0.0,2.9837417602539062,24.624298095703125,REUSED_STEP11D,0.0
C01_representative__2auv_12h__vehicle_specific_regime_maps,vehicle_specific_regime_maps,C01_representative,183.9426727294922,219.4892578125,0.0,19.49782583990364,0.016181229773462782,5,0,0.046612328069281714,0.03089749877390878,0.0775098268431905,309,0.5306642985348639,0.16495464933192172,0.0008826857431386975,-0.016181229773462782,1.8550643920898438,-16.567474365234375,POST_SOLVER_PROXY,0.0
C01_representative__2auv_12h__vehicle_specific_with_crossing_proxy,vehicle_specific_with_crossing_proxy,C01_representative,174.3818359375,226.01422119140625,0.0,12.066040201831687,0.01,3,0,0.04584819154355578,0.029426189308484552,0.07527438085204033,300,0.5326371904260202,0.3010797451231931,-0.001352760248011467,-0.01,-7.705772399902344,-10.042510986328125,POST_SOLVER_PROXY,0.0
C01_representative__2auv_12h__sequential_overlap_reduction,sequential_overlap_reduction,C01_representative,183.45880126953125,223.88465118408203,0.0,20.02664363532462,0.02287581699346405,7,1,0.049414161996943456,0.02746444335458558,0.07687860535152904,306,0.5270013941790325,0.14889391889931075,0.0002514642514772486,-0.02287581699346405,1.3711929321289062,-12.172080993652344,POST_SOLVER_PROXY,0.0
C01_representative__2auv_12h__post_solver_selected_pair,post_solver_selected_pair,C01_representative,185.28874969482422,218.23204040527344,0.0,12.7451116992823,0.02258064516129032,7,2,0.04737646459500764,0.030407062285434036,0.07778352688044168,310,0.5276014408595757,0.21712989947875636,0.0011563857803898875,-0.02258064516129032,3.201141357421875,-17.824691772460938,POST_SOLVER_PROXY,0.0
