run_id,case_id,strategy,command,returncode,runtime_s,status,error,input_nc,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells
C01_representative__2auv_12h__multi_baseline_STD,C01_representative,multi_baseline_STD,reuse existing Step11D run,0,0.0,REUSED_STEP11D,,,,[],0,,,0
C01_representative__2auv_12h__multi_boundary_alpha050,C01_representative,multi_boundary_alpha050,reuse existing Step11D run,0,0.0,REUSED_STEP11D,,,,[],0,,,0
C01_representative__1auv_12h__candidate_region_A,C01_representative,candidate_region_A,reuse existing Step11D run,0,0.0,REUSED_STEP11D,,,,[],0,,,0
C01_representative__1auv_12h__candidate_region_B,C01_representative,candidate_region_B,reuse existing Step11D run,0,0.0,REUSED_STEP11D,,,,[],0,,,0
C01_representative__1auv_12h__candidate_region_A_with_crossing,C01_representative,candidate_region_A_with_crossing,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__d1ce4e5339_planner_interface.nc,0,637.8100081000011,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__d1ce4e5339_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__d1ce4e5339_planner_interface.nc,"[180, 240]",8004,0.03675582632422447,1.0,8004
C01_representative__1auv_12h__candidate_region_B_with_crossing,C01_representative,candidate_region_B_with_crossing,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__602a4e0b50_planner_interface.nc,0,981.7632985000018,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__602a4e0b50_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__602a4e0b50_planner_interface.nc,"[180, 240]",8004,0.0,0.9224308133125305,8004
C01_representative__1auv_12h__candidate_region_B_sequential_penalized,C01_representative,candidate_region_B_sequential_penalized,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__31b14503e7_planner_interface.nc,0,750.1621598999991,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__31b14503e7_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809\planner_inputs\C01_representative__1auv_12h__31b14503e7_planner_interface.nc,"[180, 240]",8004,0.0,0.91501784324646,8004
