separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir,seed,run_dir
298.92703149110235,0.3,996.4234383036746,6,"[30, 154, 27, 16, 14, 59]",14,50.0,154,0,1481.916534423828,675.161214253502,"[365.30865478515625, 2343.168701171875, 1213.7259521484375, 1109.50537109375, 1670.56787109375, 2189.22265625]",plausivel,sem sinais fortes de fragmentacao/mistura,results/final_working_pipeline/final_working_20260328/seed37/global,37,w72_h40_xds04_seed37_scalerON_official_sd30_seed37
