distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,165,166,0.0761522725224495,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
2,141,142,0.07625562697649002,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
3,131,132,0.07711827009916306,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
4,132,133,0.09578055143356323,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
5,163,164,0.10157520323991776,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
6,140,141,0.11504895985126495,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
7,133,134,0.1262621134519577,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
8,162,163,0.13476957380771637,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
9,145,146,0.14767087996006012,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
10,245,246,0.17457400262355804,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
11,136,137,0.1935291737318039,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
12,172,173,0.20155978202819824,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
13,251,252,0.2059718817472458,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
14,137,138,0.2142285257577896,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
15,250,251,0.22323545813560486,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
16,138,139,0.22776852548122406,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
17,139,140,0.23414607346057892,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
18,143,144,0.23719549179077148,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
19,164,165,0.24137696623802185,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
20,166,167,0.24327914416790009,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
21,237,238,0.2505900263786316,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
22,171,172,0.265511691570282,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
23,144,145,0.2834741473197937,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
24,249,250,0.31127163767814636,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
25,35,36,0.3157046139240265,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
26,236,237,0.33483970165252686,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
27,238,239,0.3380286991596222,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
28,34,35,0.37297287583351135,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
29,232,233,0.4572790265083313,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z233.png
