subclass_id,global_image_idx_0_based,global_image_z_1_based,image_icv_proxy,png_path
3,125,126,0.007426724303513765,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
3,146,147,0.4034801125526428,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
3,51,52,0.009781829081475735,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
3,134,135,0.3591734766960144,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
3,38,39,0.01049988903105259,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
3,246,247,0.3546792268753052,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z247.png
3,102,103,0.01163511723279953,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
3,256,257,0.35395050048828125,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z257.png
3,48,49,0.01207229308784008,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
3,257,258,0.3509484529495239,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
3,49,50,0.01213453896343708,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
3,142,143,0.31673792004585266,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
3,37,38,0.013646970503032207,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
3,149,150,0.2824280560016632,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z150.png
3,39,40,0.01618683896958828,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
3,258,259,0.27094244956970215,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
3,50,51,0.019259579479694366,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
3,135,136,0.2707883417606354,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
3,46,47,0.020712699741125107,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
3,150,151,0.2044438123703003,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z151.png
3,47,48,0.021078987047076225,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
3,259,260,0.18449832499027252,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z260.png
3,40,41,0.02223055809736252,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
3,252,253,0.15970411896705627,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z253.png
3,103,104,0.022398047149181366,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z104.png
3,260,261,0.15120850503444672,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z261.png
3,41,42,0.023980772122740746,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
3,33,34,0.14733517169952393,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
3,45,46,0.027239130809903145,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
3,253,254,0.14710532128810883,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
3,42,43,0.028065938502550125,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
3,151,152,0.12982125580310822,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
3,111,112,0.029575912281870842,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
3,13,14,0.1266176700592041,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
3,44,45,0.03020680509507656,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
3,108,109,0.10228987038135529,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
3,36,37,0.030518360435962677,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
3,14,15,0.09656758606433868,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
3,43,44,0.03195265308022499,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
3,17,18,0.08438907563686371,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
3,110,111,0.04225035011768341,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
3,104,105,0.07957938313484192,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
3,112,113,0.04587116837501526,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
3,16,17,0.07239411771297455,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
3,109,110,0.051759518682956696,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
3,15,16,0.07201333343982697,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
3,127,128,0.05588260293006897,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
3,152,153,0.06845100969076157,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
