distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,15,16,0.06756212562322617,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
2,16,17,0.08736021816730499,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
3,109,110,0.09229385852813721,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
4,14,15,0.09379423409700394,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
5,108,109,0.09971809387207031,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
6,42,43,0.10189608484506607,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
7,41,42,0.10262564569711685,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
8,151,152,0.10523096472024918,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
9,17,18,0.10687654465436935,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
10,43,44,0.11622076481580734,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
11,104,105,0.11634266376495361,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
12,110,111,0.11753181368112564,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
13,44,45,0.1239086166024208,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
14,47,48,0.1288258135318756,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
15,50,51,0.12891046702861786,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
16,48,49,0.13200880587100983,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
17,36,37,0.13402418792247772,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
18,37,38,0.14146843552589417,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
19,112,113,0.14292213320732117,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
20,40,41,0.14306029677391052,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
21,38,39,0.1437026411294937,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
22,51,52,0.14497245848178864,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
23,127,128,0.1481163650751114,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
24,49,50,0.1493423879146576,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
25,39,40,0.15203675627708435,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
26,45,46,0.15800391137599945,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
27,46,47,0.15973599255084991,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
28,13,14,0.1628604531288147,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
29,102,103,0.1765916496515274,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
30,111,112,0.18088799715042114,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
31,253,254,0.2001008242368698,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
32,135,136,0.20202359557151794,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
33,33,34,0.2037421017885208,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
34,125,126,0.20462943613529205,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
35,252,253,0.2352580428123474,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z253.png
36,103,104,0.24252939224243164,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z104.png
37,134,135,0.2581130266189575,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
38,258,259,0.2600105404853821,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
39,142,143,0.26067471504211426,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
40,150,151,0.27179819345474243,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z151.png
41,246,247,0.2838624119758606,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z247.png
42,257,258,0.3025968670845032,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
43,259,260,0.3135084807872772,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z260.png
44,146,147,0.3559074103832245,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
45,256,257,0.39699146151542664,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z257.png
46,149,150,0.4027066230773926,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z150.png
47,152,153,0.46434903144836426,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
48,260,261,0.6760983467102051,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z261.png
