z,filepath,mean_norm,std_norm,min_norm,max_norm
194,results/fossum/pngs_normalized_surface_300/X_surface_norm_z194.png,0.9874472618103027,0.5703393816947937,-0.42049741744995117,1.732559323310852
195,results/fossum/pngs_normalized_surface_300/X_surface_norm_z195.png,1.1817052364349365,0.45208266377449036,-0.07313558459281921,1.8092893362045288
196,results/fossum/pngs_normalized_surface_300/X_surface_norm_z196.png,1.7129610776901245,0.2570856213569641,0.8232322931289673,2.1912546157836914
197,results/fossum/pngs_normalized_surface_300/X_surface_norm_z197.png,1.6124625205993652,0.18692679703235626,0.9317373037338257,1.9828293323516846
198,results/fossum/pngs_normalized_surface_300/X_surface_norm_z198.png,1.3668265342712402,0.40572038292884827,0.34473717212677,1.96724271774292
199,results/fossum/pngs_normalized_surface_300/X_surface_norm_z199.png,1.2771531343460083,0.5292695760726929,-0.08798043429851532,2.0177133083343506
200,results/fossum/pngs_normalized_surface_300/X_surface_norm_z200.png,1.2886415719985962,0.6394667029380798,-0.2846697270870209,2.1030690670013428
201,results/fossum/pngs_normalized_surface_300/X_surface_norm_z201.png,1.6523164510726929,0.5957870483398438,0.09906098991632462,2.4021871089935303
202,results/fossum/pngs_normalized_surface_300/X_surface_norm_z202.png,1.137770175933838,0.6613104939460754,-0.34553277492523193,2.047402858734131
203,results/fossum/pngs_normalized_surface_300/X_surface_norm_z203.png,0.8329724669456482,0.664724588394165,-0.4182705581188202,1.8306732177734375
204,results/fossum/pngs_normalized_surface_300/X_surface_norm_z204.png,1.2105774879455566,0.5214122533798218,0.20297209918498993,2.10752272605896
205,results/fossum/pngs_normalized_surface_300/X_surface_norm_z205.png,1.5683494806289673,0.391537606716156,0.8316372036933899,2.385857343673706
206,results/fossum/pngs_normalized_surface_300/X_surface_norm_z206.png,1.1275466680526733,0.32046669721603394,0.36626261472702026,1.8410643339157104
207,results/fossum/pngs_normalized_surface_300/X_surface_norm_z207.png,0.5580424070358276,0.4552658796310425,-0.583044707775116,1.3170521259307861
208,results/fossum/pngs_normalized_surface_300/X_surface_norm_z208.png,0.6726864576339722,0.4636017084121704,-0.4101063013076782,1.4120571613311768
209,results/fossum/pngs_normalized_surface_300/X_surface_norm_z209.png,1.1493115425109863,0.3892153799533844,0.2430529147386551,1.8180551528930664
210,results/fossum/pngs_normalized_surface_300/X_surface_norm_z210.png,1.3412675857543945,0.26201990246772766,0.7024900913238525,1.9264200925827026
211,results/fossum/pngs_normalized_surface_300/X_surface_norm_z211.png,1.688919186592102,0.25321418046951294,0.7837743759155273,2.128304958343506
212,results/fossum/pngs_normalized_surface_300/X_surface_norm_z212.png,2.1894266605377197,0.21331454813480377,1.4086072444915771,2.5476627349853516
213,results/fossum/pngs_normalized_surface_300/X_surface_norm_z213.png,1.8237260580062866,0.4483298361301422,0.44864827394485474,2.2611639499664307
214,results/fossum/pngs_normalized_surface_300/X_surface_norm_z214.png,1.2425984144210815,0.6953690052032471,-0.38783904910087585,2.046661138534546
215,results/fossum/pngs_normalized_surface_300/X_surface_norm_z215.png,0.8453247547149658,0.7883986830711365,-0.7908676266670227,1.9189976453781128
216,results/fossum/pngs_normalized_surface_300/X_surface_norm_z216.png,0.6455613374710083,0.7624700665473938,-0.8984899520874023,1.8002417087554932
217,results/fossum/pngs_normalized_surface_300/X_surface_norm_z217.png,0.5870391726493835,0.7545261979103088,-0.9363439083099365,1.717854619026184
218,results/fossum/pngs_normalized_surface_300/X_surface_norm_z218.png,0.7012841105461121,0.7616323828697205,-0.7285209894180298,1.8284462690353394
219,results/fossum/pngs_normalized_surface_300/X_surface_norm_z219.png,0.6618149280548096,0.7275846004486084,-0.6876983642578125,1.751996636390686
220,results/fossum/pngs_normalized_surface_300/X_surface_norm_z220.png,0.5334045886993408,0.665678083896637,-0.7077380418777466,1.5946449041366577
221,results/fossum/pngs_normalized_surface_300/X_surface_norm_z221.png,0.5683994889259338,0.563768744468689,-0.5177286267280579,1.6161704063415527
222,results/fossum/pngs_normalized_surface_300/X_surface_norm_z222.png,0.9579131603240967,0.44944673776626587,0.030033709481358528,1.8573927879333496
223,results/fossum/pngs_normalized_surface_300/X_surface_norm_z223.png,1.4620598554611206,0.3759259581565857,0.7165917158126831,2.352457046508789
224,results/fossum/pngs_normalized_surface_300/X_surface_norm_z224.png,1.4038312435150146,0.437045693397522,0.29426664113998413,2.141664743423462
225,results/fossum/pngs_normalized_surface_300/X_surface_norm_z225.png,1.711641788482666,0.5239420533180237,0.3825910985469818,2.4303903579711914
226,results/fossum/pngs_normalized_surface_300/X_surface_norm_z226.png,1.4252794981002808,0.4896658658981323,0.2259811908006668,2.058262586593628
227,results/fossum/pngs_normalized_surface_300/X_surface_norm_z227.png,0.9739998579025269,0.6569861173629761,-0.3499850928783417,1.8002417087554932
228,results/fossum/pngs_normalized_surface_300/X_surface_norm_z228.png,0.8397307991981506,0.7302536964416504,-0.4895246922969818,1.811374545097351
229,results/fossum/pngs_normalized_surface_300/X_surface_norm_z229.png,0.5953835844993591,0.7572606205940247,-0.7723122835159302,1.811374545097351
230,results/fossum/pngs_normalized_surface_300/X_surface_norm_z230.png,0.46386078000068665,0.7719093561172485,-0.8984899520874023,1.8855974674224854
231,results/fossum/pngs_normalized_surface_300/X_surface_norm_z231.png,0.3906543552875519,0.7147508859634399,-0.9044280648231506,1.8017266988754272
232,results/fossum/pngs_normalized_surface_300/X_surface_norm_z232.png,0.18574273586273193,0.674599826335907,-1.1077979803085327,1.6139434576034546
233,results/fossum/pngs_normalized_surface_300/X_surface_norm_z233.png,0.18621155619621277,0.6203872561454773,-0.9868151545524597,1.346741795539856
234,results/fossum/pngs_normalized_surface_300/X_surface_norm_z234.png,0.25689348578453064,0.5998853445053101,-0.8168454170227051,1.2702921628952026
235,results/fossum/pngs_normalized_surface_300/X_surface_norm_z235.png,0.43503645062446594,0.5626503825187683,-0.5080793499946594,1.4350663423538208
236,results/fossum/pngs_normalized_surface_300/X_surface_norm_z236.png,0.5900861024856567,0.47858938574790955,-0.3099057078361511,1.4439737796783447
237,results/fossum/pngs_normalized_surface_300/X_surface_norm_z237.png,0.08206645399332047,0.4846811294555664,-0.8791921138763428,1.0149667263031006
238,results/fossum/pngs_normalized_surface_300/X_surface_norm_z238.png,-0.026414062827825546,0.4906756281852722,-0.8695434927940369,0.9667230248451233
239,results/fossum/pngs_normalized_surface_300/X_surface_norm_z239.png,0.09824063628911972,0.47205573320388794,-0.7359426617622375,1.0891895294189453
240,results/fossum/pngs_normalized_surface_300/X_surface_norm_z240.png,0.3818894624710083,0.42324569821357727,-0.4924933910369873,1.221258521080017
241,results/fossum/pngs_normalized_surface_300/X_surface_norm_z241.png,0.48057761788368225,0.32736438512802124,-0.3054519593715668,1.1404032707214355
242,results/fossum/pngs_normalized_surface_300/X_surface_norm_z242.png,0.5875226259231567,0.2582850754261017,-0.14810024201869965,1.0476250648498535
243,results/fossum/pngs_normalized_surface_300/X_surface_norm_z243.png,0.7019837498664856,0.22935062646865845,-0.03602487966418266,1.0290696620941162
244,results/fossum/pngs_normalized_surface_300/X_surface_norm_z244.png,0.7194448113441467,0.2714572250843048,-0.09094912558794022,1.0780565738677979
245,results/fossum/pngs_normalized_surface_300/X_surface_norm_z245.png,0.5931962132453918,0.3250114917755127,-0.2920921742916107,0.9503931403160095
246,results/fossum/pngs_normalized_surface_300/X_surface_norm_z246.png,-0.09561530500650406,0.4332106113433838,-0.9801352024078369,0.43751534819602966
247,results/fossum/pngs_normalized_surface_300/X_surface_norm_z247.png,-0.4713660478591919,0.4420320987701416,-1.3564435243606567,0.27199938893318176
248,results/fossum/pngs_normalized_surface_300/X_surface_norm_z248.png,-0.780182957649231,0.41204965114593506,-1.652591586112976,0.009251486510038376
249,results/fossum/pngs_normalized_surface_300/X_surface_norm_z249.png,-0.6732318997383118,0.4158737361431122,-1.5026615858078003,0.12355371564626694
250,results/fossum/pngs_normalized_surface_300/X_surface_norm_z250.png,-0.42770859599113464,0.38778674602508545,-1.0988911390304565,0.29500848054885864
251,results/fossum/pngs_normalized_surface_300/X_surface_norm_z251.png,-0.3279569149017334,0.33494704961776733,-0.9237259030342102,0.44939151406288147
252,results/fossum/pngs_normalized_surface_300/X_surface_norm_z252.png,-0.22138330340385437,0.3054281175136566,-0.7745384573936462,0.5369741320610046
253,results/fossum/pngs_normalized_surface_300/X_surface_norm_z253.png,-0.22331051528453827,0.29661548137664795,-0.9311483502388,0.6037745475769043
254,results/fossum/pngs_normalized_surface_300/X_surface_norm_z254.png,-0.4728415906429291,0.2846754789352417,-1.262922763824463,0.39298221468925476
255,results/fossum/pngs_normalized_surface_300/X_surface_norm_z255.png,-0.8132355809211731,0.3968980312347412,-1.599893569946289,-0.09837155044078827
256,results/fossum/pngs_normalized_surface_300/X_surface_norm_z256.png,-0.879966139793396,0.4567156434059143,-1.5783687829971313,-0.017468109726905823
257,results/fossum/pngs_normalized_surface_300/X_surface_norm_z257.png,-0.6501253843307495,0.4415779411792755,-1.31116783618927,0.1510561853647232
258,results/fossum/pngs_normalized_surface_300/X_surface_norm_z258.png,-0.49516087770462036,0.439701646566391,-1.2451093196868896,0.25541040301322937
259,results/fossum/pngs_normalized_surface_300/X_surface_norm_z259.png,-0.2328183352947235,0.3863445222377777,-1.0172466039657593,0.4531020224094391
260,results/fossum/pngs_normalized_surface_300/X_surface_norm_z260.png,-0.09489371627569199,0.3188100755214691,-0.7923519611358643,0.6171343326568604
261,results/fossum/pngs_normalized_surface_300/X_surface_norm_z261.png,0.3031024634838104,0.28861862421035767,-0.22306488454341888,0.9244153499603271
262,results/fossum/pngs_normalized_surface_300/X_surface_norm_z262.png,0.6939496397972107,0.21069088578224182,0.2070988118648529,1.0163172483444214
263,results/fossum/pngs_normalized_surface_300/X_surface_norm_z263.png,0.9956223964691162,0.1356898695230484,0.6070037484169006,1.3039740324020386
264,results/fossum/pngs_normalized_surface_300/X_surface_norm_z264.png,1.0443446636199951,0.16100963950157166,0.6160315275192261,1.3682658672332764
265,results/fossum/pngs_normalized_surface_300/X_surface_norm_z265.png,1.0384796857833862,0.19567930698394775,0.5098524689674377,1.4105736017227173
266,results/fossum/pngs_normalized_surface_300/X_surface_norm_z266.png,0.9790361523628235,0.22260509431362152,0.43454664945602417,1.3660390377044678
267,results/fossum/pngs_normalized_surface_300/X_surface_norm_z267.png,1.039339303970337,0.19006671011447906,0.5295516848564148,1.3615866899490356
268,results/fossum/pngs_normalized_surface_300/X_surface_norm_z268.png,1.1592473983764648,0.1492934376001358,0.8101131319999695,1.3890480995178223
269,results/fossum/pngs_normalized_surface_300/X_surface_norm_z269.png,1.1994413137435913,0.11294502764940262,0.8798822164535522,1.5026085376739502
270,results/fossum/pngs_normalized_surface_300/X_surface_norm_z270.png,1.2029976844787598,0.13218244910240173,0.9667230248451233,1.545657992362976
271,results/fossum/pngs_normalized_surface_300/X_surface_norm_z271.png,1.0306860208511353,0.1763545125722885,0.700263261795044,1.4558485746383667
272,results/fossum/pngs_normalized_surface_300/X_surface_norm_z272.png,1.0681384801864624,0.22685588896274567,0.6286084651947021,1.4932211637496948
273,results/fossum/pngs_normalized_surface_300/X_surface_norm_z273.png,1.097191572189331,0.2632211148738861,0.660183846950531,1.5451908111572266
274,results/fossum/pngs_normalized_surface_300/X_surface_norm_z274.png,1.2626776695251465,0.2233501672744751,0.8553881049156189,1.631696105003357
275,results/fossum/pngs_normalized_surface_300/X_surface_norm_z275.png,1.2920053005218506,0.16172797977924347,0.9978963732719421,1.5730005502700806
276,results/fossum/pngs_normalized_surface_300/X_surface_norm_z276.png,1.2818719148635864,0.12657023966312408,1.0312966108322144,1.519453763961792
277,results/fossum/pngs_normalized_surface_300/X_surface_norm_z277.png,1.3374696969985962,0.10927489399909973,1.089791178703308,1.5483534336090088
278,results/fossum/pngs_normalized_surface_300/X_surface_norm_z278.png,1.2144720554351807,0.1119760125875473,1.009230375289917,1.4534616470336914
279,results/fossum/pngs_normalized_surface_300/X_surface_norm_z279.png,1.0378388166427612,0.10503476113080978,0.863072395324707,1.4365513324737549
280,results/fossum/pngs_normalized_surface_300/X_surface_norm_z280.png,1.0362446308135986,0.1566506028175354,0.8139850497245789,1.7987565994262695
281,results/fossum/pngs_normalized_surface_300/X_surface_norm_z281.png,1.021619439125061,0.20932170748710632,0.7593411207199097,1.7237919569015503
282,results/fossum/pngs_normalized_surface_300/X_surface_norm_z282.png,1.0625091791152954,0.18001744151115417,0.6599233746528625,1.426160216331482
283,results/fossum/pngs_normalized_surface_300/X_surface_norm_z283.png,1.294081687927246,0.1827644258737564,0.8911765813827515,1.5612447261810303
284,results/fossum/pngs_normalized_surface_300/X_surface_norm_z284.png,1.227465271949768,0.1492004692554474,0.7934972643852234,1.42838716506958
285,results/fossum/pngs_normalized_surface_300/X_surface_norm_z285.png,1.3068435192108154,0.131574809551239,1.0008183717727661,1.656249761581421
286,results/fossum/pngs_normalized_surface_300/X_surface_norm_z286.png,1.5642744302749634,0.19193395972251892,1.1729611158370972,2.0837717056274414
287,results/fossum/pngs_normalized_surface_300/X_surface_norm_z287.png,1.7372914552688599,0.23035897314548492,1.3557965755462646,2.3108925819396973
288,results/fossum/pngs_normalized_surface_300/X_surface_norm_z288.png,1.6952459812164307,0.22426597774028778,1.2702921628952026,2.353198766708374
289,results/fossum/pngs_normalized_surface_300/X_surface_norm_z289.png,1.8448034524917603,0.2729363441467285,1.245558738708496,2.609267473220825
290,results/fossum/pngs_normalized_surface_300/X_surface_norm_z290.png,1.7848896980285645,0.3174082338809967,1.0844357013702393,2.5298492908477783
291,results/fossum/pngs_normalized_surface_300/X_surface_norm_z291.png,1.790958046913147,0.345964640378952,1.1339378356933594,2.5550851821899414
292,results/fossum/pngs_normalized_surface_300/X_surface_norm_z292.png,1.8744984865188599,0.3487735390663147,1.228989601135254,2.5892271995544434
293,results/fossum/pngs_normalized_surface_300/X_surface_norm_z293.png,2.1002628803253174,0.3179464340209961,1.426160216331482,2.659738063812256
294,results/fossum/pngs_normalized_surface_300/X_surface_norm_z294.png,2.215050220489502,0.2832801640033722,1.461505651473999,2.676068067550659
295,results/fossum/pngs_normalized_surface_300/X_surface_norm_z295.png,1.873980164527893,0.31789228320121765,1.2287814617156982,2.4689860343933105
296,results/fossum/pngs_normalized_surface_300/X_surface_norm_z296.png,1.7905681133270264,0.2894448935985565,1.3457396030426025,2.4593381881713867
297,results/fossum/pngs_normalized_surface_300/X_surface_norm_z297.png,1.6912668943405151,0.24658693373203278,1.2740564346313477,2.1936216354370117
298,results/fossum/pngs_normalized_surface_300/X_surface_norm_z298.png,1.432094931602478,0.20020785927772522,1.1236330270767212,1.8555806875228882
299,results/fossum/pngs_normalized_surface_300/X_surface_norm_z299.png,1.156766653060913,0.16782604157924652,0.9184780120849609,1.5556286573410034
300,results/fossum/pngs_normalized_surface_300/X_surface_norm_z300.png,0.989181399345398,0.15867909789085388,0.6995214223861694,1.3189789056777954
