z,filepath,mean_norm,std_norm,min_norm,max_norm
19,results/fossum/pngs_normalized_surface_300/X_surface_norm_z019.png,-0.5768339037895203,0.23198500275611877,-0.9741971492767334,-0.1941184252500534
20,results/fossum/pngs_normalized_surface_300/X_surface_norm_z020.png,-0.6715428233146667,0.24843861162662506,-1.1189316511154175,-0.24904265999794006
21,results/fossum/pngs_normalized_surface_300/X_surface_norm_z021.png,-0.6477399468421936,0.22264325618743896,-1.0053704977035522,-0.28170105814933777
22,results/fossum/pngs_normalized_surface_300/X_surface_norm_z022.png,-0.5647798180580139,0.19770392775535583,-0.8596535325050354,-0.26017701625823975
23,results/fossum/pngs_normalized_surface_300/X_surface_norm_z023.png,-0.5515289902687073,0.19002798199653625,-0.9022011756896973,-0.26885515451431274
24,results/fossum/pngs_normalized_surface_300/X_surface_norm_z024.png,-0.5333747267723083,0.18947628140449524,-0.9452506899833679,-0.29138290882110596
25,results/fossum/pngs_normalized_surface_300/X_surface_norm_z025.png,-0.5749074220657349,0.15350179374217987,-0.913334846496582,-0.3418208658695221
26,results/fossum/pngs_normalized_surface_300/X_surface_norm_z026.png,-0.5750435590744019,0.12935705482959747,-0.9674237966537476,-0.36408811807632446
27,results/fossum/pngs_normalized_surface_300/X_surface_norm_z027.png,-0.5414121747016907,0.09823596477508545,-0.9475575089454651,-0.3945196568965912
28,results/fossum/pngs_normalized_surface_300/X_surface_norm_z028.png,-0.5312569737434387,0.07920317351818085,-0.9066818356513977,-0.34627458453178406
29,results/fossum/pngs_normalized_surface_300/X_surface_norm_z029.png,-0.5306547284126282,0.050730910152196884,-0.7064880132675171,-0.3744792342185974
30,results/fossum/pngs_normalized_surface_300/X_surface_norm_z030.png,-0.5851076245307922,0.06760680675506592,-0.7401748895645142,-0.41752874851226807
31,results/fossum/pngs_normalized_surface_300/X_surface_norm_z031.png,-0.6555978059768677,0.07330279797315598,-0.7901251316070557,-0.46428874135017395
32,results/fossum/pngs_normalized_surface_300/X_surface_norm_z032.png,-0.6762503981590271,0.14833149313926697,-0.8606367111206055,-0.056807104498147964
33,results/fossum/pngs_normalized_surface_300/X_surface_norm_z033.png,-0.5538632273674011,0.23532740771770477,-0.8354014754295349,-0.01598447374999523
34,results/fossum/pngs_normalized_surface_300/X_surface_norm_z034.png,-0.49504420161247253,0.28489765524864197,-0.8703660368919373,-0.01685936562716961
35,results/fossum/pngs_normalized_surface_300/X_surface_norm_z035.png,-0.49118611216545105,0.2778976261615753,-0.9192728996276855,-0.05401112884283066
36,results/fossum/pngs_normalized_surface_300/X_surface_norm_z036.png,-0.4023018777370453,0.2125975489616394,-0.8242678642272949,-0.07610427588224411
37,results/fossum/pngs_normalized_surface_300/X_surface_norm_z037.png,-0.3198440372943878,0.1296631097793579,-0.6053112745285034,-0.07610427588224411
38,results/fossum/pngs_normalized_surface_300/X_surface_norm_z038.png,-0.35945290327072144,0.0867069810628891,-0.5664345026016235,-0.17853175103664398
39,results/fossum/pngs_normalized_surface_300/X_surface_norm_z039.png,-0.37470385432243347,0.07605507969856262,-0.5400758981704712,-0.12805983424186707
40,results/fossum/pngs_normalized_surface_300/X_surface_norm_z040.png,-0.41589096188545227,0.09443148970603943,-0.6219406127929688,-0.1584913432598114
41,results/fossum/pngs_normalized_surface_300/X_surface_norm_z041.png,-0.4547666013240814,0.11066506803035736,-0.692893922328949,-0.2119319587945938
42,results/fossum/pngs_normalized_surface_300/X_surface_norm_z042.png,-0.36074382066726685,0.1149391382932663,-0.5887810587882996,-0.13325539231300354
43,results/fossum/pngs_normalized_surface_300/X_surface_norm_z043.png,-0.33376824855804443,0.12434425950050354,-0.5514296889305115,-0.10505074262619019
44,results/fossum/pngs_normalized_surface_300/X_surface_norm_z044.png,-0.3312626779079437,0.13267509639263153,-0.5383232831954956,-0.06719821691513062
45,results/fossum/pngs_normalized_surface_300/X_surface_norm_z045.png,-0.32064157724380493,0.12899954617023468,-0.5221816897392273,-0.05012649670243263
46,results/fossum/pngs_normalized_surface_300/X_surface_norm_z046.png,-0.31266072392463684,0.12249889224767685,-0.5414795279502869,-0.04501163214445114
47,results/fossum/pngs_normalized_surface_300/X_surface_norm_z047.png,-0.33819693326950073,0.10682052373886108,-0.5511288642883301,-0.09477429836988449
48,results/fossum/pngs_normalized_surface_300/X_surface_norm_z048.png,-0.3646934926509857,0.10776069760322571,-0.5325728058815002,-0.15158990025520325
49,results/fossum/pngs_normalized_surface_300/X_surface_norm_z049.png,-0.3323981761932373,0.08155125379562378,-0.44236263632774353,-0.16598030924797058
50,results/fossum/pngs_normalized_surface_300/X_surface_norm_z050.png,-0.27893954515457153,0.08176129311323166,-0.485812783241272,-0.12144717574119568
51,results/fossum/pngs_normalized_surface_300/X_surface_norm_z051.png,-0.32084032893180847,0.1030053049325943,-0.5578087568283081,-0.16977150738239288
52,results/fossum/pngs_normalized_surface_300/X_surface_norm_z052.png,-0.37632566690444946,0.07340847700834274,-0.549905002117157,-0.2349410504102707
53,results/fossum/pngs_normalized_surface_300/X_surface_norm_z053.png,-0.5145056843757629,0.08211240917444229,-0.7215395569801331,-0.3091638684272766
54,results/fossum/pngs_normalized_surface_300/X_surface_norm_z054.png,-0.6521672010421753,0.07943670451641083,-0.87727952003479,-0.4457333981990814
55,results/fossum/pngs_normalized_surface_300/X_surface_norm_z055.png,-0.7521559596061707,0.07400461286306381,-0.9525725841522217,-0.5778491497039795
56,results/fossum/pngs_normalized_surface_300/X_surface_norm_z056.png,-0.869612455368042,0.05918855965137482,-1.02660071849823,-0.7322314977645874
57,results/fossum/pngs_normalized_surface_300/X_surface_norm_z057.png,-1.0582770109176636,0.06806417554616928,-1.4540959596633911,-0.9274371266365051
58,results/fossum/pngs_normalized_surface_300/X_surface_norm_z058.png,-1.1725209951400757,0.11257337778806686,-1.9176661968231201,-0.9831039309501648
59,results/fossum/pngs_normalized_surface_300/X_surface_norm_z059.png,-1.1958034038543701,0.08541549742221832,-1.5999536514282227,-1.0194728374481201
60,results/fossum/pngs_normalized_surface_300/X_surface_norm_z060.png,-1.2409216165542603,0.07746390253305435,-1.4134743213653564,-1.0602954626083374
61,results/fossum/pngs_normalized_surface_300/X_surface_norm_z061.png,-1.3090639114379883,0.08255905658006668,-1.446185827255249,-1.1301112174987793
62,results/fossum/pngs_normalized_surface_300/X_surface_norm_z062.png,-1.3861685991287231,0.09465783089399338,-1.5566232204437256,-1.2029099464416504
63,results/fossum/pngs_normalized_surface_300/X_surface_norm_z063.png,-1.417083740234375,0.10515735298395157,-1.5682848691940308,-1.2133541107177734
64,results/fossum/pngs_normalized_surface_300/X_surface_norm_z064.png,-1.3721517324447632,0.08434897661209106,-1.5130994319915771,-1.127938151359558
65,results/fossum/pngs_normalized_surface_300/X_surface_norm_z065.png,-1.4431920051574707,0.07099877297878265,-1.5588160753250122,-1.2258113622665405
66,results/fossum/pngs_normalized_surface_300/X_surface_norm_z066.png,-1.4375884532928467,0.07740467041730881,-1.5612977743148804,-1.2606966495513916
67,results/fossum/pngs_normalized_surface_300/X_surface_norm_z067.png,-1.4502354860305786,0.0659468024969101,-1.5753731727600098,-1.3401143550872803
68,results/fossum/pngs_normalized_surface_300/X_surface_norm_z068.png,-1.491937279701233,0.06179023161530495,-1.6295825242996216,-1.401699423789978
69,results/fossum/pngs_normalized_surface_300/X_surface_norm_z069.png,-1.5423866510391235,0.06423373520374298,-1.686733603477478,-1.432772159576416
70,results/fossum/pngs_normalized_surface_300/X_surface_norm_z070.png,-1.49046790599823,0.07407661527395248,-1.6644670963287354,-1.371421456336975
71,results/fossum/pngs_normalized_surface_300/X_surface_norm_z071.png,-1.414584994316101,0.09201376885175705,-1.6384892463684082,-1.262922763824463
72,results/fossum/pngs_normalized_surface_300/X_surface_norm_z072.png,-1.4920134544372559,0.045708511024713516,-1.6184488534927368,-1.328238844871521
73,results/fossum/pngs_normalized_surface_300/X_surface_norm_z073.png,-1.456200361251831,0.03525007143616676,-1.5105582475662231,-1.265149712562561
74,results/fossum/pngs_normalized_surface_300/X_surface_norm_z074.png,-1.2934417724609375,0.0699794813990593,-1.4956872463226318,-1.1004024744033813
75,results/fossum/pngs_normalized_surface_300/X_surface_norm_z075.png,-1.1429599523544312,0.06546931713819504,-1.3256638050079346,-1.02180016040802
76,results/fossum/pngs_normalized_surface_300/X_surface_norm_z076.png,-1.0446447134017944,0.0702233612537384,-1.166260004043579,-0.8910682797431946
77,results/fossum/pngs_normalized_surface_300/X_surface_norm_z077.png,-0.9611688852310181,0.05630670115351677,-1.1114087104797363,-0.8055582046508789
78,results/fossum/pngs_normalized_surface_300/X_surface_norm_z078.png,-1.068352460861206,0.11881942301988602,-1.4217596054077148,-0.8787043690681458
79,results/fossum/pngs_normalized_surface_300/X_surface_norm_z079.png,-1.165006160736084,0.1644468903541565,-1.5865330696105957,-0.9467350244522095
80,results/fossum/pngs_normalized_surface_300/X_surface_norm_z080.png,-1.3558290004730225,0.15154238045215607,-1.6551787853240967,-1.1055711507797241
81,results/fossum/pngs_normalized_surface_300/X_surface_norm_z081.png,-1.3078378438949585,0.12823405861854553,-1.5965228080749512,-1.0595529079437256
82,results/fossum/pngs_normalized_surface_300/X_surface_norm_z082.png,-1.2991325855255127,0.12057191878557205,-1.6080577373504639,-1.0565842390060425
83,results/fossum/pngs_normalized_surface_300/X_surface_norm_z083.png,-1.288687825202942,0.13294324278831482,-1.6652089357376099,-1.0877575874328613
84,results/fossum/pngs_normalized_surface_300/X_surface_norm_z084.png,-1.377665400505066,0.1723029762506485,-1.8641257286071777,-1.1493624448776245
85,results/fossum/pngs_normalized_surface_300/X_surface_norm_z085.png,-1.5281329154968262,0.17079629004001617,-2.0103437900543213,-1.279252052307129
86,results/fossum/pngs_normalized_surface_300/X_surface_norm_z086.png,-1.6038745641708374,0.14679531753063202,-2.0229618549346924,-1.334918737411499
87,results/fossum/pngs_normalized_surface_300/X_surface_norm_z087.png,-1.610873818397522,0.1211492121219635,-1.9338948726654053,-1.3757413625717163
88,results/fossum/pngs_normalized_surface_300/X_surface_norm_z088.png,-1.573694109916687,0.07380715012550354,-1.7980679273605347,-1.4158215522766113
89,results/fossum/pngs_normalized_surface_300/X_surface_norm_z089.png,-1.5483508110046387,0.08598221838474274,-1.7307252883911133,-1.355700969696045
90,results/fossum/pngs_normalized_surface_300/X_surface_norm_z090.png,-1.4962940216064453,0.10959076881408691,-1.693413496017456,-1.3089410066604614
91,results/fossum/pngs_normalized_surface_300/X_surface_norm_z091.png,-1.4297930002212524,0.12056561559438705,-1.6234440803527832,-1.1968649625778198
92,results/fossum/pngs_normalized_surface_300/X_surface_norm_z092.png,-1.3398016691207886,0.12420502305030823,-1.6351186037063599,-1.1664334535598755
93,results/fossum/pngs_normalized_surface_300/X_surface_norm_z093.png,-1.1558040380477905,0.12241996079683304,-1.5276561975479126,-1.0358020067214966
94,results/fossum/pngs_normalized_surface_300/X_surface_norm_z094.png,-1.0883656740188599,0.1199890673160553,-1.4222402572631836,-0.9857852458953857
95,results/fossum/pngs_normalized_surface_300/X_surface_norm_z095.png,-1.0739176273345947,0.11318383365869522,-1.409683108329773,-0.9611042141914368
96,results/fossum/pngs_normalized_surface_300/X_surface_norm_z096.png,-1.0767933130264282,0.0926644578576088,-1.3241864442825317,-0.9534149169921875
97,results/fossum/pngs_normalized_surface_300/X_surface_norm_z097.png,-0.9306853413581848,0.09459402412176132,-1.2125520706176758,-0.805892288684845
98,results/fossum/pngs_normalized_surface_300/X_surface_norm_z098.png,-1.0379416942596436,0.07232391089200974,-1.215921401977539,-0.9233040809631348
99,results/fossum/pngs_normalized_surface_300/X_surface_norm_z099.png,-1.1204935312271118,0.0757860541343689,-1.2837049961090088,-1.0224422216415405
100,results/fossum/pngs_normalized_surface_300/X_surface_norm_z100.png,-1.1196359395980835,0.07288145273923874,-1.2720900774002075,-0.9675172567367554
101,results/fossum/pngs_normalized_surface_300/X_surface_norm_z101.png,-0.9766448140144348,0.046418096870183945,-1.0625420808792114,-0.8175879716873169
102,results/fossum/pngs_normalized_surface_300/X_surface_norm_z102.png,-0.7052936553955078,0.05079953745007515,-0.8143644332885742,-0.5758360624313354
103,results/fossum/pngs_normalized_surface_300/X_surface_norm_z103.png,-0.38555219769477844,0.08006112277507782,-0.6105068325996399,-0.22580565512180328
104,results/fossum/pngs_normalized_surface_300/X_surface_norm_z104.png,-0.16251049935817719,0.11108135432004929,-0.42866167426109314,0.06396196037530899
105,results/fossum/pngs_normalized_surface_300/X_surface_norm_z105.png,-0.45125293731689453,0.20938052237033844,-0.924468457698822,-0.1490629017353058
106,results/fossum/pngs_normalized_surface_300/X_surface_norm_z106.png,-0.7326472401618958,0.2700110673904419,-1.1909269094467163,-0.2995145916938782
107,results/fossum/pngs_normalized_surface_300/X_surface_norm_z107.png,-0.7681711316108704,0.26602399349212646,-1.3015185594558716,-0.20525135099887848
108,results/fossum/pngs_normalized_surface_300/X_surface_norm_z108.png,-0.5042086243629456,0.2726760506629944,-1.0721708536148071,0.19777654111385345
109,results/fossum/pngs_normalized_surface_300/X_surface_norm_z109.png,-0.30894890427589417,0.23738425970077515,-0.7292627692222595,0.2935234308242798
110,results/fossum/pngs_normalized_surface_300/X_surface_norm_z110.png,-0.34633612632751465,0.16886158287525177,-0.7121917605400085,0.21559008955955505
111,results/fossum/pngs_normalized_surface_300/X_surface_norm_z111.png,-0.27453935146331787,0.15256360173225403,-0.6565250158309937,0.16140764951705933
112,results/fossum/pngs_normalized_surface_300/X_surface_norm_z112.png,-0.20722511410713196,0.1276453733444214,-0.5362839698791504,0.13542987406253815
113,results/fossum/pngs_normalized_surface_300/X_surface_norm_z113.png,-0.4382321834564209,0.15896669030189514,-0.8591523766517639,-0.01524265669286251
114,results/fossum/pngs_normalized_surface_300/X_surface_norm_z114.png,-0.578740656375885,0.18618449568748474,-1.0974068641662598,-0.08575356751680374
115,results/fossum/pngs_normalized_surface_300/X_surface_norm_z115.png,-0.9583920836448669,0.22994446754455566,-1.4269551038742065,-0.430146723985672
116,results/fossum/pngs_normalized_surface_300/X_surface_norm_z116.png,-1.059075117111206,0.20627056062221527,-1.4046878814697266,-0.5778491497039795
117,results/fossum/pngs_normalized_surface_300/X_surface_norm_z117.png,-1.0693632364273071,0.18159835040569305,-1.3742570877075195,-0.45167076587677
118,results/fossum/pngs_normalized_surface_300/X_surface_norm_z118.png,-1.1124204397201538,0.1428951919078827,-1.3460524082183838,-0.5162442922592163
119,results/fossum/pngs_normalized_surface_300/X_surface_norm_z119.png,-1.1790616512298584,0.11355727165937424,-1.3772257566452026,-0.8123924136161804
120,results/fossum/pngs_normalized_surface_300/X_surface_norm_z120.png,-1.1294875144958496,0.12133412063121796,-1.368319034576416,-0.7745384573936462
121,results/fossum/pngs_normalized_surface_300/X_surface_norm_z121.png,-1.1019787788391113,0.1291138082742691,-1.3905855417251587,-0.820556640625
122,results/fossum/pngs_normalized_surface_300/X_surface_norm_z122.png,-1.0285708904266357,0.14803795516490936,-1.3809369802474976,-0.7649500370025635
123,results/fossum/pngs_normalized_surface_300/X_surface_norm_z123.png,-0.8598466515541077,0.14483948051929474,-1.2428830862045288,-0.6269563436508179
124,results/fossum/pngs_normalized_surface_300/X_surface_norm_z124.png,-0.6892167329788208,0.11402200907468796,-1.0283795595169067,-0.5387515425682068
125,results/fossum/pngs_normalized_surface_300/X_surface_norm_z125.png,-0.5480866432189941,0.06862740963697433,-0.8086408376693726,-0.45705318450927734
126,results/fossum/pngs_normalized_surface_300/X_surface_norm_z126.png,-0.48470598459243774,0.06396385282278061,-0.716644823551178,-0.36474359035491943
127,results/fossum/pngs_normalized_surface_300/X_surface_norm_z127.png,-0.5253425240516663,0.14935091137886047,-0.9422813057899475,-0.23419781029224396
128,results/fossum/pngs_normalized_surface_300/X_surface_norm_z128.png,-0.24080152809619904,0.17545826733112335,-0.7559831142425537,0.046362195163965225
129,results/fossum/pngs_normalized_surface_300/X_surface_norm_z129.png,0.17441663146018982,0.17124390602111816,-0.38783904910087585,0.4993283152580261
130,results/fossum/pngs_normalized_surface_300/X_surface_norm_z130.png,0.4527019262313843,0.1427837312221527,-0.011791221797466278,0.7910622954368591
131,results/fossum/pngs_normalized_surface_300/X_surface_norm_z131.png,0.3123509883880615,0.1703493893146515,-0.14320480823516846,0.6341919302940369
132,results/fossum/pngs_normalized_surface_300/X_surface_norm_z132.png,-0.12574242055416107,0.4193165898323059,-1.0343176126480103,0.43220654129981995
133,results/fossum/pngs_normalized_surface_300/X_surface_norm_z133.png,-0.14596904814243317,0.43799111247062683,-1.066233515739441,0.4903486371040344
134,results/fossum/pngs_normalized_surface_300/X_surface_norm_z134.png,-0.2556869387626648,0.4440908133983612,-1.1538161039352417,0.40485695004463196
135,results/fossum/pngs_normalized_surface_300/X_surface_norm_z135.png,-0.37535008788108826,0.44482356309890747,-1.1745983362197876,0.3462222218513489
136,results/fossum/pngs_normalized_surface_300/X_surface_norm_z136.png,-0.364376962184906,0.38623398542404175,-1.079593300819397,0.3143056333065033
137,results/fossum/pngs_normalized_surface_300/X_surface_norm_z137.png,-0.33795395493507385,0.31417548656463623,-0.9727128148078918,0.25047534704208374
138,results/fossum/pngs_normalized_surface_300/X_surface_norm_z138.png,-0.35851210355758667,0.30741873383522034,-1.0113085508346558,0.26012322306632996
139,results/fossum/pngs_normalized_surface_300/X_surface_norm_z139.png,-0.37369391322135925,0.32834458351135254,-1.1055711507797241,0.28206345438957214
140,results/fossum/pngs_normalized_surface_300/X_surface_norm_z140.png,-0.38570621609687805,0.3739475607872009,-1.2703452110290527,0.3405580520629883
141,results/fossum/pngs_normalized_surface_300/X_surface_norm_z141.png,-0.25824764370918274,0.3582821190357208,-1.078931450843811,0.419241726398468
142,results/fossum/pngs_normalized_surface_300/X_surface_norm_z142.png,-0.1690952181816101,0.3344050347805023,-0.8350199460983276,0.4954422414302826
143,results/fossum/pngs_normalized_surface_300/X_surface_norm_z143.png,-0.47276777029037476,0.4177209436893463,-1.4243063926696777,0.35141777992248535
144,results/fossum/pngs_normalized_surface_300/X_surface_norm_z144.png,-0.38607513904571533,0.3995031714439392,-1.3960819244384766,0.3937240242958069
145,results/fossum/pngs_normalized_surface_300/X_surface_norm_z145.png,0.10581134259700775,0.3292315900325775,-0.7533746957778931,0.7024900913238525
146,results/fossum/pngs_normalized_surface_300/X_surface_norm_z146.png,-0.024683931842446327,0.33228349685668945,-0.7800949811935425,0.5540444254875183
147,results/fossum/pngs_normalized_surface_300/X_surface_norm_z147.png,-0.5730651617050171,0.4714623987674713,-1.4388306140899658,0.2875860333442688
148,results/fossum/pngs_normalized_surface_300/X_surface_norm_z148.png,-0.7951134443283081,0.41914865374565125,-1.6208562850952148,0.056753307580947876
149,results/fossum/pngs_normalized_surface_300/X_surface_norm_z149.png,-0.7864396572113037,0.40417003631591797,-1.7204948663711548,-0.017468109726905823
150,results/fossum/pngs_normalized_surface_300/X_surface_norm_z150.png,-0.697859525680542,0.39444801211357117,-1.5714672803878784,0.10796704888343811
151,results/fossum/pngs_normalized_surface_300/X_surface_norm_z151.png,-0.5737915635108948,0.3356008529663086,-1.27620267868042,0.27125754952430725
152,results/fossum/pngs_normalized_surface_300/X_surface_norm_z152.png,-0.34036439657211304,0.2674291431903839,-0.9749396443367004,0.39224040508270264
153,results/fossum/pngs_normalized_surface_300/X_surface_norm_z153.png,0.0895075649023056,0.19418960809707642,-0.4004570245742798,0.6527613997459412
154,results/fossum/pngs_normalized_surface_300/X_surface_norm_z154.png,0.5843334197998047,0.10582669824361801,0.3344677984714508,1.1136837005615234
155,results/fossum/pngs_normalized_surface_300/X_surface_norm_z155.png,0.8702996969223022,0.06557012349367142,0.6110553741455078,1.210914134979248
156,results/fossum/pngs_normalized_surface_300/X_surface_norm_z156.png,0.9124942421913147,0.08014406263828278,0.6268827319145203,1.0973538160324097
157,results/fossum/pngs_normalized_surface_300/X_surface_norm_z157.png,0.5009757876396179,0.1642477661371231,-0.08501175045967102,0.718317449092865
158,results/fossum/pngs_normalized_surface_300/X_surface_norm_z158.png,0.5756638050079346,0.2959621250629425,-0.26091882586479187,0.8947271108627319
159,results/fossum/pngs_normalized_surface_300/X_surface_norm_z159.png,0.7454388737678528,0.2185840606689453,0.08495795726776123,1.0562310218811035
160,results/fossum/pngs_normalized_surface_300/X_surface_norm_z160.png,0.9074863791465759,0.13384981453418732,0.5028321146965027,1.1522581577301025
161,results/fossum/pngs_normalized_surface_300/X_surface_norm_z161.png,1.0333627462387085,0.12059352546930313,0.6586987972259521,1.301285743713379
162,results/fossum/pngs_normalized_surface_300/X_surface_norm_z162.png,0.5344510674476624,0.19262123107910156,-0.09762831777334213,0.8065428137779236
163,results/fossum/pngs_normalized_surface_300/X_surface_norm_z163.png,-0.055200472474098206,0.389084130525589,-0.9059123992919922,0.4798230230808258
164,results/fossum/pngs_normalized_surface_300/X_surface_norm_z164.png,-0.154607892036438,0.43813106417655945,-1.0873562097549438,0.4946664571762085
165,results/fossum/pngs_normalized_surface_300/X_surface_norm_z165.png,0.0662795752286911,0.391122430562973,-0.724969744682312,0.7024900913238525
166,results/fossum/pngs_normalized_surface_300/X_surface_norm_z166.png,-0.14766468107700348,0.38866978883743286,-0.97197026014328,0.5288099050521851
167,results/fossum/pngs_normalized_surface_300/X_surface_norm_z167.png,0.0675862729549408,0.3558256924152374,-0.6762638688087463,0.6698316931724548
168,results/fossum/pngs_normalized_surface_300/X_surface_norm_z168.png,0.25117233395576477,0.32247281074523926,-0.40789926052093506,0.8702329397201538
169,results/fossum/pngs_normalized_surface_300/X_surface_norm_z169.png,0.4835575819015503,0.2807975113391876,-0.11102917045354843,1.0045756101608276
170,results/fossum/pngs_normalized_surface_300/X_surface_norm_z170.png,0.6940603256225586,0.25500038266181946,0.17996300756931305,1.1317973136901855
171,results/fossum/pngs_normalized_surface_300/X_surface_norm_z171.png,0.40977010130882263,0.2743939459323883,-0.3626030683517456,0.8776214122772217
172,results/fossum/pngs_normalized_surface_300/X_surface_norm_z172.png,0.0797874853014946,0.45927664637565613,-1.1248689889907837,0.8405446410179138
173,results/fossum/pngs_normalized_surface_300/X_surface_norm_z173.png,-0.1837226301431656,0.5563139319419861,-1.6318893432617188,0.810854971408844
174,results/fossum/pngs_normalized_surface_300/X_surface_norm_z174.png,-0.20913031697273254,0.589013397693634,-1.7510863542556763,0.8227311372756958
175,results/fossum/pngs_normalized_surface_300/X_surface_norm_z175.png,-0.09517090767621994,0.5925262570381165,-1.4346975088119507,0.9184780120849609
176,results/fossum/pngs_normalized_surface_300/X_surface_norm_z176.png,-0.02488994039595127,0.5776363611221313,-1.1156011819839478,1.000121831893921
177,results/fossum/pngs_normalized_surface_300/X_surface_norm_z177.png,0.3069475591182709,0.5140523314476013,-0.5978888273239136,1.2688084840774536
178,results/fossum/pngs_normalized_surface_300/X_surface_norm_z178.png,0.4431391656398773,0.3409399688243866,-0.261660635471344,1.2294695377349854
179,results/fossum/pngs_normalized_surface_300/X_surface_norm_z179.png,0.6106376647949219,0.24640463292598724,0.012961991131305695,1.2391188144683838
180,results/fossum/pngs_normalized_surface_300/X_surface_norm_z180.png,0.5274614691734314,0.2388169914484024,-0.08798043429851532,0.9895707368850708
181,results/fossum/pngs_normalized_surface_300/X_surface_norm_z181.png,0.787402331829071,0.2472418248653412,0.20965270698070526,1.2990587949752808
182,results/fossum/pngs_normalized_surface_300/X_surface_norm_z182.png,0.8712011575698853,0.2490347921848297,0.2430529147386551,1.3832919597625732
183,results/fossum/pngs_normalized_surface_300/X_surface_norm_z183.png,0.787230908870697,0.3631558418273926,-0.18298549950122833,1.3675240278244019
184,results/fossum/pngs_normalized_surface_300/X_surface_norm_z184.png,0.42286941409111023,0.5290542840957642,-0.8613792657852173,1.288848876953125
185,results/fossum/pngs_normalized_surface_300/X_surface_norm_z185.png,0.44047293066978455,0.5358021855354309,-0.751529335975647,1.5114154815673828
186,results/fossum/pngs_normalized_surface_300/X_surface_norm_z186.png,0.6149562001228333,0.5345288515090942,-0.5221816897392273,1.841739535331726
187,results/fossum/pngs_normalized_surface_300/X_surface_norm_z187.png,0.14142055809497833,0.7142602205276489,-1.1916693449020386,1.5827701091766357
188,results/fossum/pngs_normalized_surface_300/X_surface_norm_z188.png,-0.14234034717082977,0.7162591814994812,-1.4981682300567627,1.3497105836868286
189,results/fossum/pngs_normalized_surface_300/X_surface_norm_z189.png,0.32428210973739624,0.6475276947021484,-0.9518102407455444,1.518938422203064
190,results/fossum/pngs_normalized_surface_300/X_surface_norm_z190.png,0.8589766621589661,0.5612814426422119,-0.4803156852722168,1.5939030647277832
191,results/fossum/pngs_normalized_surface_300/X_surface_norm_z191.png,1.4060158729553223,0.44574639201164246,0.03462760150432587,1.832156777381897
192,results/fossum/pngs_normalized_surface_300/X_surface_norm_z192.png,1.6315374374389648,0.4322037398815155,0.37199896574020386,2.110753297805786
193,results/fossum/pngs_normalized_surface_300/X_surface_norm_z193.png,1.1975383758544922,0.5367122888565063,0.01791829615831375,1.8313286304473877
