distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,285,286,0.12040034681558609,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z286.png
2,196,197,0.1480233520269394,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z197.png
3,287,288,0.19597545266151428,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z288.png
4,276,277,0.23033909499645233,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z277.png
5,297,298,0.23551952838897705,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z298.png
6,284,285,0.24220654368400574,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z285.png
7,195,196,0.24362727999687195,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z196.png
8,286,287,0.2475508451461792,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z287.png
9,296,297,0.2708801031112671,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z297.png
10,210,211,0.2756459414958954,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z211.png
11,274,275,0.2789314091205597,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z275.png
12,275,276,0.2864398956298828,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z276.png
13,204,205,0.29545655846595764,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
14,209,210,0.29940420389175415,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
15,282,283,0.30588775873184204,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z283.png
16,295,296,0.33357298374176025,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z296.png
17,268,269,0.3442137539386749,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z269.png
18,277,278,0.3451286256313324,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z278.png
19,289,290,0.34513914585113525,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z290.png
20,283,284,0.34584227204322815,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z284.png
21,288,289,0.3517923653125763,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z289.png
22,269,270,0.3533698320388794,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z270.png
23,290,291,0.3832749128341675,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z291.png
24,267,268,0.3850935697555542,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z268.png
25,298,299,0.41036513447761536,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z299.png
26,294,295,0.4180939793586731,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z295.png
27,291,292,0.4431459605693817,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z292.png
28,212,213,0.467082142829895,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z213.png
29,278,279,0.5307573676109314,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z279.png
30,270,271,0.5341745018959045,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z271.png
31,262,263,0.5527649521827698,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z263.png
32,292,293,0.6162926554679871,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z293.png
33,211,212,0.6829507946968079,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z212.png
34,293,294,0.7105025053024292,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z294.png
