domain,variable,n,candidate_nan_fraction,reference_nan_fraction,rmse,mae,pearson,bias,candidate_min,candidate_max,candidate_mean,candidate_std,reference_min,reference_max,reference_mean,reference_std
full_grid_all_slices,TEMPpred_python_vs_official,53140,0.3849537037037037,0.3849537037037037,0.03473512381034052,0.019185026345502447,0.9950432702514858,-0.0008904591644712092,16.8551,18.578,17.82398662118931,0.348935309106308,16.8551,18.5318,17.824877080353783,0.3485117409682593
full_grid_slice1,TEMPpred_python_vs_official,26570,0.3849537037037037,0.3849537037037037,0.04912288318329218,0.038370052691004894,0.98956056192699,-0.001780918328942418,16.92915,18.578,17.83743783778698,0.3401474177839315,16.9428,18.5318,17.83921875611592,0.3392048588344267
full_grid_slice1,STD_variance_python_vs_official,26570,0.3849537037037037,0.3849537037037037,0.0144623633689245,0.011241020895500638,0.7685642427516939,-0.0007166789963712455,0.01016065967599998,0.13682676727500004,0.07128196101115604,0.02111785073453062,0.008807,0.148002,0.07199864000752727,0.021340160774685174
full_grid_slice1,STD_sqrt_python_vs_official,26570,0.3849537037037037,0.3849537037037037,0.1937168877351477,0.191402304732102,0.7875661104820996,0.191402304732102,0.100800097599159,0.36990102361983274,0.26340094473962933,0.043610816564549675,0.008807,0.148002,0.07199864000752727,0.021340160774685174
