slice,comparison,n,candidate_nan_fraction,reference_nan_fraction,rmse,mae,pearson,bias,candidate_min,candidate_max,candidate_mean,candidate_std,reference_min,reference_max,reference_mean,reference_std
0,official_STD_slice_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.0717483879778357,0.0671323966708496,,-0.0671323966708496,0.0,0.0,0.0,0.0,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
0,python_variance_slice_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.0717483879778357,0.0671323966708496,-0.0014062138439733247,-0.0671323966708496,0.0,5.048709793414476e-29,1.5756717970951224e-29,1.76763342300569e-29,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
0,python_sqrt_slice_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.07174838797783281,0.06713239667084651,-0.003053779998354861,-0.06713239667084651,0.0,7.105427357601002e-15,3.090203976987642e-15,2.491456873309467e-15,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
1,official_STD_slice_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.0,0.0,1.0,0.0,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
1,python_variance_slice_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.013580274754475484,0.01043406689375721,0.8541001198626302,-0.0012181616857878748,0.010160659439861774,0.1368267685174942,0.06591423498506173,0.024711005089734367,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
1,python_sqrt_slice_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.18708510124099179,0.18400655409843866,0.8673618155228027,0.18400655409843866,0.10080009698867798,0.36990103125572205,0.25113895076928827,0.05332412591675334,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
