comparison,n,candidate_nan_fraction,reference_nan_fraction,rmse,mae,pearson,bias,candidate_min,candidate_max,candidate_mean,candidate_std,reference_min,reference_max,reference_mean,reference_std
TEMPpred_official_predmodel_roi_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.0,0.0,1.0,0.0,16.959999084472656,18.498449325561523,17.780415680335796,0.40386814891907374,16.959999084472656,18.498449325561523,17.780415680335796,0.40386814891907374
STD_official_predmodel_roi_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.0,0.0,1.0,0.0,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
TEMPpred_python_roi_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.04914262891432469,0.037797378576260574,0.9925969943202846,-0.002051402305972868,16.95319938659668,18.47130012512207,17.778364278029823,0.40305271146507027,16.959999084472656,18.498449325561523,17.780415680335796,0.40386814891907374
STD_variance_python_roi_vs_step06,8004,0.04985754985754986,0.04985754985754986,0.013580274754475484,0.01043406689375721,0.8541001198626302,-0.0012181616857878748,0.010160659439861774,0.1368267685174942,0.06591423498506173,0.024711005089734367,0.008806999772787094,0.1480019986629486,0.0671323966708496,0.02531940944504313
