scope,prototype_key,prototype_name,prototype_regime_label,region_id,region_label,n_pixels,temp_mean_avg,temp_std_avg,gradient_magnitude_avg,boundary_score_avg,distance_to_boundary_avg,lat_min,lat_max,lon_min,lon_max
global,class_01,prototype_class_01,homogeneous,1,homogeneous,6925,-1.2270903587341309,0.23688504099845886,0.6089022755622864,0.0,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
global,class_02,prototype_class_02,single_gradient,1,single_gradient,6925,-0.38726985454559326,0.3361504077911377,1.5569915771484375,0.2576141059398651,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
global,class_03,prototype_class_03,multi_regime,1,low,3201,-0.10257261246442795,0.38534554839134216,4.974767684936523,0.7493540048599243,22.279983520507812,39.38888931274414,39.86111068725586,-9.31956958770752,-8.916666984558105
global,class_03,prototype_class_03,multi_regime,2,high,3724,1.0370584726333618,0.41235288977622986,3.091423988342285,0.6033294200897217,26.094213485717773,39.38888931274414,39.86111068725586,-9.55555534362793,-9.146897315979004
global,class_04,prototype_class_04,homogeneous,1,homogeneous,6925,0.5799356698989868,0.319791704416275,1.5720363855361938,0.0,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
global,class_05,prototype_class_05,single_gradient,1,single_gradient,6925,1.3770465850830078,0.4170326590538025,1.594077467918396,0.16968382894992828,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
local_class02,k2::subclass_01,subclass_prototype_01,single_gradient,1,single_gradient,6925,-0.4721779227256775,0.2511143982410431,1.3417985439300537,0.2586393654346466,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,1,low,2959,-0.3149801790714264,0.20040805637836456,3.974824905395508,0.7865607142448425,18.784582138061523,39.38888931274414,39.86111068725586,-9.336836814880371,-8.916666984558105
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,2,high,3966,0.4745020866394043,0.3140270411968231,2.1740405559539795,0.5708677768707275,25.480409622192383,39.38888931274414,39.86111068725586,-9.55555534362793,-9.077828407287598
