run_id,case_id,display_case,date,run_name,base_run_name,mission_duration_requested_h,mission_duration,trajectory_length,solver_runtime,solver_status,constraints_satisfied,gamma,formulation,route_level_reward_available,input_nc,run_dir,status,returncode
C06_representative__1auv_12h__baseline_STD,C06_representative,C06_representative,2023-12-22,baseline_STD,baseline_STD,12.0,10.566666666666666,36.475,972.6417923000408,SUCCESS,True,0.0,information_map = STD_norm,False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__baseline_STD_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\C06_representative__1auv_12h__baseline_STD,SUCCESS,0
C06_representative__1auv_12h__boundary_alpha050,C06_representative,C06_representative,2023-12-22,boundary_alpha050,boundary_alpha050,12.0,10.966666666666667,38.12,622.6020794999786,SUCCESS,True,0.0,information_map = 0.5*STD_norm + 0.5*boundary_score_norm,False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__boundary_alpha050_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\C06_representative__1auv_12h__boundary_alpha050,SUCCESS,0
C06_representative__1auv_12h__crossing_gamma025,C06_representative,C06_representative,2023-12-22,crossing_gamma025,crossing_gamma025,12.0,10.95,38.058,688.8654163000174,SUCCESS,True,0.25,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.25)*boundary_score_norm + 0.25*crossing_proxy),False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__crossing_gamma025_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\C06_representative__1auv_12h__crossing_gamma025,SUCCESS,0
C06_representative__1auv_12h__crossing_gamma050,C06_representative,C06_representative,2023-12-22,crossing_gamma050,crossing_gamma050,12.0,10.766666666666667,37.301,563.640910099959,SUCCESS,True,0.5,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.50)*boundary_score_norm + 0.50*crossing_proxy),False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__crossing_gamma050_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\C06_representative__1auv_12h__crossing_gamma050,SUCCESS,0
October_reference__1auv_12h__baseline_STD,October_control,October_reference,2024-10-30,baseline_STD,baseline_STD,12.0,10.85,37.587,938.0043142000213,SUCCESS,True,0.0,information_map = STD_norm,False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__baseline_STD_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\October_reference__1auv_12h__baseline_STD,SUCCESS,0
October_reference__1auv_12h__boundary_alpha050,October_control,October_reference,2024-10-30,boundary_alpha050,boundary_alpha050,12.0,10.733333333333333,37.347,626.2391518000513,SUCCESS,True,0.0,information_map = 0.5*STD_norm + 0.5*boundary_score_norm,False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__boundary_alpha050_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\October_reference__1auv_12h__boundary_alpha050,SUCCESS,0
October_reference__1auv_12h__crossing_gamma025,October_control,October_reference,2024-10-30,crossing_gamma025,crossing_gamma025,12.0,10.433333333333334,36.357,639.865745899966,SUCCESS,True,0.25,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.25)*boundary_score_norm + 0.25*crossing_proxy),False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__crossing_gamma025_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\October_reference__1auv_12h__crossing_gamma025,SUCCESS,0
October_reference__1auv_12h__crossing_gamma050,October_control,October_reference,2024-10-30,crossing_gamma050,crossing_gamma050,12.0,10.933333333333334,37.893,544.5725026999135,SUCCESS,True,0.5,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.50)*boundary_score_norm + 0.50*crossing_proxy),False,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__crossing_gamma050_planner_interface.nc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_runs\October_reference__1auv_12h__crossing_gamma050,SUCCESS,0
