run_id,case_id,run_name,status,returncode,runtime_s,command,error,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells
C06_representative__1auv_12h__baseline_STD,C06_representative,baseline_STD,SUCCESS,0,972.6417923000408,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__baseline_STD_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__baseline_STD_planner_interface.nc,"[180, 240]",8004,0.0,1.0,8004
C06_representative__1auv_12h__boundary_alpha050,C06_representative,boundary_alpha050,SUCCESS,0,622.6020794999786,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__boundary_alpha050_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__boundary_alpha050_planner_interface.nc,"[180, 240]",8004,0.03641330450773239,0.9190356731414795,8004
C06_representative__1auv_12h__crossing_gamma025,C06_representative,crossing_gamma025,SUCCESS,0,688.8654163000174,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__crossing_gamma025_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__crossing_gamma025_planner_interface.nc,"[180, 240]",8004,0.035839520394802094,0.9271320700645447,8004
C06_representative__1auv_12h__crossing_gamma050,C06_representative,crossing_gamma050,SUCCESS,0,563.640910099959,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__crossing_gamma050_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\C06_representative__1auv_12h__crossing_gamma050_planner_interface.nc,"[180, 240]",8004,0.035265740007162094,0.9352285265922546,8004
October_reference__1auv_12h__baseline_STD,October_control,baseline_STD,SUCCESS,0,938.0043142000213,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__baseline_STD_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__baseline_STD_planner_interface.nc,"[180, 240]",8004,0.0,1.0,8004
October_reference__1auv_12h__boundary_alpha050,October_control,boundary_alpha050,SUCCESS,0,626.2391518000513,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__boundary_alpha050_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__boundary_alpha050_planner_interface.nc,"[180, 240]",8004,0.1816621571779251,0.6975682973861694,8004
October_reference__1auv_12h__crossing_gamma025,October_control,crossing_gamma025,SUCCESS,0,639.865745899966,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__crossing_gamma025_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__crossing_gamma025_planner_interface.nc,"[180, 240]",8004,0.1797296404838562,0.7000048160552979,8004
October_reference__1auv_12h__crossing_gamma050,October_control,crossing_gamma050,SUCCESS,0,544.5725026999135,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__crossing_gamma050_planner_interface.nc,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_214458\planner_inputs\October_reference__1auv_12h__crossing_gamma050_planner_interface.nc,"[180, 240]",8004,0.1777971237897873,0.7024413347244263,8004
