run_id,case_id,display_case,date,run_name,base_run_name,mission_duration_requested_h,mission_duration,trajectory_length,solver_runtime,solver_status,constraints_satisfied,gamma,formulation,route_level_reward_available,number_of_waypoints,number_of_valid_cells_sampled,collected_information_score,collected_STD_score,collected_boundary_score,mean_STD_along_path,mean_boundary_along_path,max_STD_along_path,max_boundary_along_path,percentage_path_in_top10_STD,percentage_path_in_top10_boundary,trajectory_overlap_ratio_with_baseline,trajectory_difference_from_baseline,crossing_reward,boundary_crossing_count,number_of_distinct_regions_visited,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,difference_from_baseline
C06_representative__1auv_12h__baseline_STD,C06_representative,C06_representative,2023-12-22,baseline_STD,baseline_STD,12.0,10.566666666666666,36.475,972.6417923000408,SUCCESS,True,0.0,information_map = STD_norm,False,27,160,84.7479248046875,84.7479248046875,120.92462158203125,0.5296745300292969,0.7557789087295532,0.9211340546607971,0.8160114288330078,0.275,0.03125,1.0,0.0,1.425292730331421,3,2,0.99375,0.00625,0.01875,0.0
C06_representative__1auv_12h__boundary_alpha050,C06_representative,C06_representative,2023-12-22,boundary_alpha050,boundary_alpha050,12.0,10.966666666666667,38.12,622.6020794999786,SUCCESS,True,0.0,information_map = 0.5*STD_norm + 0.5*boundary_score_norm,False,23,145,92.21931457519531,71.7470703125,112.69155883789062,0.4948073923587799,0.7771831750869751,0.8342729210853577,0.9146899580955505,0.11724137931034483,0.31724137931034485,0.0627177700348432,0.9372822299651568,4.1269330978393555,6,2,0.9793103448275862,0.020689655172413793,0.30344827586206896,0.9372822299651568
C06_representative__1auv_12h__crossing_gamma025,C06_representative,C06_representative,2023-12-22,crossing_gamma025,crossing_gamma025,12.0,10.95,38.058,688.8654163000174,SUCCESS,True,0.25,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.25)*boundary_score_norm + 0.25*crossing_proxy),False,23,153,96.89053344726562,78.34056091308594,119.53223419189453,0.5120298266410828,0.7812564373016357,0.8245027661323547,0.9065217971801758,0.16339869281045752,0.21568627450980393,0.12186379928315412,0.8781362007168458,2.0552847385406494,3,2,0.9869281045751634,0.013071895424836602,0.20261437908496732,0.8781362007168458
C06_representative__1auv_12h__crossing_gamma050,C06_representative,C06_representative,2023-12-22,crossing_gamma050,crossing_gamma050,12.0,10.766666666666667,37.301,563.640910099959,SUCCESS,True,0.5,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.50)*boundary_score_norm + 0.50*crossing_proxy),False,25,150,93.28060913085938,76.02429962158203,115.54171752929688,0.5068286657333374,0.7702780961990356,0.8245027661323547,0.9065217971801758,0.19333333333333333,0.22,0.08013937282229965,0.9198606271777003,6.034514427185059,9,2,0.9666666666666667,0.03333333333333333,0.21333333333333335,0.9198606271777003
October_reference__1auv_12h__baseline_STD,October_control,October_reference,2024-10-30,baseline_STD,baseline_STD,12.0,10.85,37.587,938.0043142000213,SUCCESS,True,0.0,information_map = STD_norm,False,25,154,88.59339141845703,88.59339141845703,26.000843048095703,0.5752817392349243,0.16883663833141327,1.0,0.3119955062866211,0.2727272727272727,0.0,1.0,0.0,0.22611379623413086,6,2,0.06493506493506493,0.935064935064935,0.0,0.0
October_reference__1auv_12h__boundary_alpha050,October_control,October_reference,2024-10-30,boundary_alpha050,boundary_alpha050,12.0,10.733333333333333,37.347,626.2391518000513,SUCCESS,True,0.0,information_map = 0.5*STD_norm + 0.5*boundary_score_norm,False,22,159,80.67387390136719,52.87086868286133,108.47687530517578,0.3325212001800537,0.6822444796562195,0.6264233589172363,1.0,0.0,0.27044025157232704,0.016233766233766232,0.9837662337662337,5.824119567871094,8,2,0.9433962264150944,0.05660377358490566,0.27044025157232704,0.9837662337662337
October_reference__1auv_12h__crossing_gamma025,October_control,October_reference,2024-10-30,crossing_gamma025,crossing_gamma025,12.0,10.433333333333334,36.357,639.865745899966,SUCCESS,True,0.25,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.25)*boundary_score_norm + 0.25*crossing_proxy),False,21,156,81.84159851074219,53.383697509765625,111.52294921875,0.34220319986343384,0.714890718460083,0.6264233589172363,1.0,0.0,0.23076923076923078,0.003236245954692557,0.9967637540453075,0.0,0,1,1.0,0.0,0.23076923076923078,0.9967637540453075
October_reference__1auv_12h__crossing_gamma050,October_control,October_reference,2024-10-30,crossing_gamma050,crossing_gamma050,12.0,10.933333333333334,37.893,544.5725026999135,SUCCESS,True,0.5,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.50)*boundary_score_norm + 0.50*crossing_proxy),False,25,159,80.21083068847656,57.70732498168945,105.3858642578125,0.36293914914131165,0.6628041863441467,0.6220338940620422,1.0,0.0,0.16981132075471697,0.003205128205128205,0.9967948717948718,0.0,0,1,1.0,0.0,0.16981132075471697,0.9967948717948718
